suburb;census_year;state;sub_category;both_parents_born_overseas;father_only_born_overseas;mother_only_born_overseas;both_parents_born_in_australia;birthplace_not_stated_b;total_responses_c;abs_lga
Woolner;2016;Northern Territory;Sri Lankan;11.0;0.0;0.0;0.0;0.0;11.0;Darwin
Alawa;2011;Northern Territory;French;5.0;3.0;0.0;4.0;0.0;12.0;Darwin
Alawa;2011;Northern Territory;Vietnamese;9.0;0.0;0.0;0.0;0.0;9.0;Darwin
Wanguri;2021;Northern Territory;English;101.0;33.0;36.0;263.0;4.0;438.0;Darwin
Wanguri;2021;Northern Territory;Filipino;69.0;0.0;10.0;5.0;0.0;88.0;Darwin
Wanguri;2021;Northern Territory;Greek;91.0;15.0;9.0;23.0;0.0;129.0;Darwin
Wanguri;2021;Northern Territory;Irish;33.0;27.0;10.0;115.0;0.0;179.0;Darwin
Wanguri;2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wanguri;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wanguri;2021;Northern Territory;Scottish;23.0;15.0;18.0;91.0;0.0;151.0;Darwin
Wanguri;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wanguri;2021;Northern Territory;South African;0.0;4.0;0.0;0.0;0.0;8.0;Darwin
Wanguri;2021;Northern Territory;Other(d);248.0;23.0;16.0;63.0;3.0;350.0;Darwin
Wanguri;2021;Northern Territory;Ancestry not stated;11.0;0.0;0.0;8.0;152.0;168.0;Darwin
Alawa;2021;Northern Territory;Australian Aboriginal;0.0;13.0;7.0;136.0;0.0;159.0;Darwin
Alawa;2021;Northern Territory;Indian;65.0;5.0;0.0;0.0;0.0;73.0;Darwin
Alawa;2021;Northern Territory;Scottish;30.0;9.0;11.0;80.0;0.0;131.0;Darwin
Alawa;2021;Northern Territory;Ancestry not stated;11.0;0.0;0.0;0.0;173.0;186.0;Darwin
Millner;2021;Northern Territory;Australian Aboriginal;0.0;15.0;0.0;168.0;4.0;192.0;Darwin
Millner;2021;Northern Territory;Hungarian;3.0;0.0;0.0;0.0;0.0;8.0;Darwin
Millner;2021;Northern Territory;Indian;105.0;3.0;0.0;0.0;0.0;113.0;Darwin
Millner;2021;Northern Territory;Irish;17.0;16.0;13.0;137.0;5.0;193.0;Darwin
Millner;2021;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2021;Northern Territory;Lebanese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Millner;2021;Northern Territory;New Zealander;5.0;3.0;3.0;0.0;0.0;11.0;Darwin
Millner;2021;Northern Territory;Scottish;28.0;17.0;15.0;87.0;0.0;141.0;Darwin
Karama;2021;Northern Territory;Australian;65.0;116.0;143.0;802.0;12.0;1136.0;Darwin
Karama;2021;Northern Territory;New Zealander;9.0;6.0;4.0;0.0;0.0;24.0;Darwin
Karama;2021;Northern Territory;Polish;8.0;5.0;0.0;7.0;0.0;22.0;Darwin
Karama;2021;Northern Territory;Russian;0.0;0.0;0.0;3.0;0.0;8.0;Darwin
Karama;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2021;Northern Territory;Macedonian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Wulagi;2021;Northern Territory;Maori;17.0;3.0;5.0;5.0;0.0;29.0;Darwin
Wulagi;2021;Northern Territory;Spanish;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Wulagi;2021;Northern Territory;Sri Lankan;5.0;0.0;0.0;0.0;0.0;10.0;Darwin
Wulagi;2021;Northern Territory;Vietnamese;30.0;0.0;0.0;6.0;0.0;37.0;Darwin
Darwin City;2021;Northern Territory;English;548.0;138.0;119.0;920.0;15.0;1729.0;Darwin
Darwin City;2021;Northern Territory;German;75.0;25.0;4.0;132.0;0.0;233.0;Darwin
Darwin City;2021;Northern Territory;Greek;47.0;10.0;3.0;18.0;0.0;81.0;Darwin
Darwin City;2021;Northern Territory;Italian;89.0;17.0;11.0;84.0;0.0;194.0;Darwin
Darwin City;2021;Northern Territory;Maori;40.0;7.0;9.0;0.0;0.0;55.0;Darwin
Fannie Bay;2021;Northern Territory;Chinese;70.0;8.0;25.0;41.0;3.0;152.0;Darwin
Fannie Bay;2021;Northern Territory;Croatian;4.0;3.0;0.0;7.0;0.0;14.0;Darwin
Fannie Bay;2021;Northern Territory;Greek;38.0;10.0;14.0;24.0;0.0;85.0;Darwin
Fannie Bay;2021;Northern Territory;Hungarian;4.0;0.0;0.0;0.0;0.0;5.0;Darwin
Fannie Bay;2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2021;Northern Territory;Ancestry not stated;7.0;0.0;0.0;0.0;205.0;213.0;Darwin
The Gardens (NT);2021;Northern Territory;Dutch;8.0;7.0;0.0;0.0;0.0;15.0;Darwin
The Gardens (NT);2021;Northern Territory;Filipino;7.0;0.0;0.0;0.0;0.0;13.0;Darwin
The Gardens (NT);2021;Northern Territory;Hungarian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
The Gardens (NT);2021;Northern Territory;Irish;24.0;3.0;0.0;47.0;0.0;75.0;Darwin
The Gardens (NT);2021;Northern Territory;Polish;4.0;0.0;0.0;3.0;0.0;8.0;Darwin
The Gardens (NT);2021;Northern Territory;Vietnamese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Woolner;2021;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Woolner;2021;Northern Territory;Filipino;29.0;0.0;0.0;0.0;0.0;32.0;Darwin
Woolner;2021;Northern Territory;German;6.0;3.0;0.0;18.0;0.0;34.0;Darwin
Woolner;2021;Northern Territory;Hungarian;3.0;0.0;0.0;0.0;0.0;4.0;Darwin
Woolner;2021;Northern Territory;Italian;8.0;3.0;5.0;17.0;0.0;37.0;Darwin
Woolner;2021;Northern Territory;New Zealander;3.0;0.0;0.0;0.0;0.0;7.0;Darwin
Woolner;2021;Northern Territory;Polish;4.0;3.0;0.0;4.0;0.0;10.0;Darwin
Woolner;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Woolner;2021;Northern Territory;Vietnamese;10.0;0.0;0.0;0.0;0.0;14.0;Darwin
Woolner;2021;Northern Territory;Other(d);175.0;10.0;9.0;18.0;0.0;209.0;Darwin
Marrara;2021;Northern Territory;English;89.0;45.0;32.0;227.0;4.0;395.0;Darwin
Marrara;2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Marrara;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Marrara;2021;Northern Territory;Other(d);147.0;16.0;22.0;52.0;0.0;235.0;Darwin
Casuarina (NT);2021;Northern Territory;English;11.0;0.0;0.0;13.0;0.0;27.0;Darwin
Casuarina (NT);2021;Northern Territory;Italian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Anula;2021;Northern Territory;French;9.0;0.0;0.0;5.0;0.0;18.0;Darwin
Anula;2021;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Anula;2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Anula;2021;Northern Territory;Maltese;0.0;0.0;0.0;6.0;0.0;4.0;Darwin
Anula;2021;Northern Territory;Maori;9.0;0.0;4.0;0.0;0.0;19.0;Darwin
Anula;2021;Northern Territory;Ancestry not stated;4.0;4.0;0.0;3.0;177.0;190.0;Darwin
The Narrows (NT);2021;Northern Territory;Australian Aboriginal;0.0;0.0;5.0;70.0;16.0;82.0;Darwin
The Narrows (NT);2021;Northern Territory;English;41.0;14.0;11.0;87.0;0.0;153.0;Darwin
The Narrows (NT);2021;Northern Territory;French;0.0;0.0;0.0;3.0;0.0;6.0;Darwin
The Narrows (NT);2021;Northern Territory;New Zealander;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Narrows (NT);2021;Northern Territory;Sri Lankan;10.0;0.0;0.0;0.0;0.0;10.0;Darwin
Stuart Park;2021;Northern Territory;Chinese;149.0;6.0;18.0;12.0;0.0;186.0;Darwin
Stuart Park;2021;Northern Territory;Filipino;210.0;0.0;18.0;9.0;0.0;236.0;Darwin
Stuart Park;2021;Northern Territory;Sri Lankan;67.0;0.0;0.0;0.0;0.0;67.0;Darwin
Wagaman;2021;Northern Territory;Croatian;0.0;0.0;0.0;3.0;0.0;7.0;Darwin
Wagaman;2021;Northern Territory;Greek;127.0;35.0;23.0;30.0;5.0;214.0;Darwin
Wagaman;2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2021;Northern Territory;Maori;6.0;0.0;6.0;0.0;0.0;11.0;Darwin
Wagaman;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2021;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2021;Northern Territory;Spanish;18.0;0.0;0.0;0.0;0.0;19.0;Darwin
Wagaman;2021;Northern Territory;Welsh;0.0;0.0;0.0;3.0;0.0;10.0;Darwin
Jingili;2021;Northern Territory;Australian;23.0;58.0;92.0;361.0;0.0;532.0;Darwin
Jingili;2021;Northern Territory;Australian Aboriginal;0.0;18.0;0.0;176.0;3.0;192.0;Darwin
Jingili;2021;Northern Territory;Chinese;60.0;5.0;6.0;17.0;4.0;91.0;Darwin
Jingili;2021;Northern Territory;German;23.0;3.0;10.0;41.0;0.0;84.0;Darwin
Jingili;2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Jingili;2021;Northern Territory;Maori;4.0;0.0;0.0;0.0;0.0;10.0;Darwin
Jingili;2021;Northern Territory;Samoan;0.0;0.0;0.0;10.0;0.0;12.0;Darwin
Jingili;2021;Northern Territory;Welsh;3.0;0.0;4.0;10.0;0.0;22.0;Darwin
Nakara;2021;Northern Territory;Italian;16.0;4.0;0.0;22.0;0.0;47.0;Darwin
Nakara;2021;Northern Territory;Korean;4.0;0.0;0.0;0.0;0.0;5.0;Darwin
Nakara;2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nakara;2021;Northern Territory;Maori;5.0;0.0;5.0;0.0;0.0;14.0;Darwin
Nakara;2021;Northern Territory;Samoan;4.0;0.0;0.0;4.0;0.0;10.0;Darwin
Nakara;2021;Northern Territory;Scottish;29.0;5.0;8.0;50.0;0.0;92.0;Darwin
Nakara;2021;Northern Territory;Serbian;6.0;0.0;0.0;0.0;0.0;8.0;Darwin
Nakara;2021;Northern Territory;Welsh;4.0;0.0;0.0;3.0;0.0;12.0;Darwin
Coonawarra (NT);2021;Northern Territory;Filipino;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2021;Northern Territory;Spanish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2021;Northern Territory;Australian;19.0;88.0;73.0;511.0;0.0;689.0;Darwin
Lyons (NT);2021;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2021;Northern Territory;Indian;114.0;0.0;0.0;0.0;0.0;121.0;Darwin
Lyons (NT);2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2021;Northern Territory;Samoan;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Lyons (NT);2021;Northern Territory;South African;5.0;3.0;0.0;6.0;0.0;15.0;Darwin
Lyons (NT);2021;Northern Territory;Welsh;11.0;4.0;0.0;3.0;0.0;13.0;Darwin
Lyons (NT);2021;Northern Territory;Other(d);296.0;27.0;28.0;47.0;0.0;405.0;Darwin
Brinkin;2021;Northern Territory;Australian Aboriginal;0.0;4.0;0.0;28.0;0.0;34.0;Darwin
Brinkin;2021;Northern Territory;Chinese;81.0;0.0;0.0;7.0;0.0;93.0;Darwin
Brinkin;2021;Northern Territory;German;11.0;0.0;5.0;21.0;0.0;37.0;Darwin
Brinkin;2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2021;Northern Territory;Italian;7.0;6.0;0.0;6.0;0.0;20.0;Darwin
Brinkin;2021;Northern Territory;Maori;0.0;4.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2021;Northern Territory;New Zealander;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Brinkin;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2021;Northern Territory;Spanish;9.0;0.0;0.0;0.0;0.0;9.0;Darwin
Brinkin;2021;Northern Territory;Vietnamese;18.0;0.0;0.0;0.0;0.0;17.0;Darwin
Leanyer;2021;Northern Territory;Filipino;232.0;4.0;18.0;11.0;0.0;274.0;Darwin
Leanyer;2021;Northern Territory;Greek;143.0;47.0;22.0;83.0;0.0;291.0;Darwin
Leanyer;2021;Northern Territory;Russian;7.0;0.0;0.0;0.0;0.0;10.0;Darwin
Leanyer;2021;Northern Territory;Vietnamese;38.0;0.0;5.0;0.0;0.0;41.0;Darwin
Leanyer;2021;Northern Territory;Welsh;10.0;4.0;0.0;4.0;0.0;21.0;Darwin
Leanyer;2021;Northern Territory;Other(d);605.0;45.0;62.0;109.0;5.0;818.0;Darwin
Ludmilla;2021;Northern Territory;Australian;15.0;50.0;51.0;310.0;0.0;423.0;Darwin
Ludmilla;2021;Northern Territory;Australian Aboriginal;0.0;7.0;6.0;336.0;7.0;349.0;Darwin
Ludmilla;2021;Northern Territory;Filipino;84.0;0.0;0.0;0.0;0.0;92.0;Darwin
Ludmilla;2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2021;Northern Territory;Polish;3.0;0.0;0.0;0.0;0.0;10.0;Darwin
Ludmilla;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Larrakeyah;2021;Northern Territory;Australian;27.0;111.0;118.0;634.0;3.0;896.0;Darwin
Larrakeyah;2021;Northern Territory;Croatian;3.0;4.0;0.0;6.0;0.0;13.0;Darwin
Larrakeyah;2021;Northern Territory;Dutch;10.0;8.0;5.0;13.0;0.0;38.0;Darwin
Larrakeyah;2021;Northern Territory;French;11.0;3.0;4.0;4.0;0.0;18.0;Darwin
Larrakeyah;2021;Northern Territory;New Zealander;16.0;6.0;3.0;0.0;0.0;30.0;Darwin
Larrakeyah;2021;Northern Territory;Serbian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Larrakeyah;2021;Northern Territory;South African;21.0;3.0;3.0;0.0;0.0;29.0;Darwin
Larrakeyah;2021;Northern Territory;Spanish;12.0;0.0;0.0;4.0;0.0;19.0;Darwin
Larrakeyah;2021;Northern Territory;Sri Lankan;16.0;0.0;0.0;0.0;0.0;16.0;Darwin
Lee Point;2021;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Scottish;3.0;0.0;0.0;5.0;0.0;11.0;Darwin
Lee Point;2021;Northern Territory;Spanish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Berrimah;2021;Northern Territory;English;70.0;20.0;8.0;95.0;3.0;190.0;Darwin
Berrimah;2021;Northern Territory;Filipino;221.0;0.0;3.0;0.0;0.0;222.0;Darwin
Berrimah;2021;Northern Territory;Italian;0.0;4.0;0.0;5.0;0.0;7.0;Darwin
Berrimah;2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Berrimah;2021;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Parap;2021;Northern Territory;Australian;37.0;116.0;91.0;471.0;4.0;723.0;Darwin
Parap;2021;Northern Territory;Chinese;75.0;5.0;17.0;18.0;0.0;113.0;Darwin
Parap;2021;Northern Territory;Croatian;3.0;0.0;0.0;0.0;0.0;6.0;Darwin
Parap;2021;Northern Territory;Korean;10.0;0.0;0.0;0.0;0.0;10.0;Darwin
Parap;2021;Northern Territory;Samoan;9.0;0.0;0.0;0.0;0.0;8.0;Darwin
Parap;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Parap;2021;Northern Territory;Welsh;13.0;0.0;3.0;4.0;0.0;24.0;Darwin
Coconut Grove;2021;Northern Territory;Irish;55.0;21.0;14.0;152.0;0.0;238.0;Darwin
Coconut Grove;2021;Northern Territory;Maori;6.0;0.0;0.0;0.0;0.0;7.0;Darwin
Coconut Grove;2021;Northern Territory;Polish;13.0;0.0;3.0;3.0;0.0;15.0;Darwin
Coconut Grove;2021;Northern Territory;Vietnamese;25.0;0.0;0.0;0.0;0.0;25.0;Darwin
Coconut Grove;2021;Northern Territory;Ancestry not stated;37.0;0.0;0.0;10.0;224.0;265.0;Darwin
Bayview (NT);2021;Northern Territory;Australian;11.0;42.0;44.0;343.0;0.0;443.0;Darwin
Bayview (NT);2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Bayview (NT);2021;Northern Territory;Polish;4.0;0.0;0.0;8.0;0.0;7.0;Darwin
Bayview (NT);2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Bayview (NT);2021;Northern Territory;Sri Lankan;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Bayview (NT);2021;Northern Territory;Vietnamese;30.0;0.0;0.0;0.0;0.0;32.0;Darwin
Rapid Creek;2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;4.0;Darwin
Rapid Creek;2021;Northern Territory;Maori;5.0;3.0;0.0;0.0;0.0;7.0;Darwin
Rapid Creek;2021;Northern Territory;New Zealander;9.0;10.0;4.0;4.0;0.0;21.0;Darwin
Rapid Creek;2021;Northern Territory;Polish;5.0;3.0;3.0;12.0;0.0;26.0;Darwin
Rapid Creek;2021;Northern Territory;Serbian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Winnellie;2021;Northern Territory;Chinese;6.0;0.0;0.0;0.0;0.0;6.0;Darwin
Winnellie;2021;Northern Territory;German;0.0;0.0;0.0;8.0;0.0;11.0;Darwin
Winnellie;2021;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2021;Northern Territory;Australian Aboriginal;0.0;12.0;5.0;161.0;0.0;175.0;Darwin
Moil;2021;Northern Territory;Croatian;3.0;0.0;0.0;0.0;0.0;7.0;Darwin
Moil;2021;Northern Territory;French;9.0;0.0;0.0;3.0;0.0;18.0;Darwin
Moil;2021;Northern Territory;German;23.0;14.0;10.0;58.0;0.0;100.0;Darwin
Moil;2021;Northern Territory;Greek;99.0;17.0;13.0;33.0;4.0;156.0;Darwin
Moil;2021;Northern Territory;Irish;30.0;17.0;11.0;127.0;0.0;177.0;Darwin
Tiwi;2021;Northern Territory;Australian Aboriginal;5.0;16.0;9.0;217.0;5.0;245.0;Darwin
Tiwi;2021;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2021;Northern Territory;Irish;34.0;19.0;19.0;114.0;0.0;182.0;Darwin
Tiwi;2021;Northern Territory;Polish;9.0;4.0;4.0;0.0;0.0;19.0;Darwin
Tiwi;2021;Northern Territory;South African;9.0;0.0;0.0;0.0;0.0;11.0;Darwin
Tiwi;2021;Northern Territory;Sri Lankan;11.0;0.0;0.0;0.0;0.0;17.0;Darwin
Nightcliff;2021;Northern Territory;Croatian;4.0;0.0;0.0;0.0;0.0;8.0;Darwin
Nightcliff;2021;Northern Territory;Greek;105.0;29.0;10.0;43.0;0.0;183.0;Darwin
Eaton (NT);2021;Northern Territory;Australian;3.0;10.0;20.0;97.0;0.0;125.0;Darwin
Eaton (NT);2021;Northern Territory;English;19.0;16.0;11.0;60.0;0.0;105.0;Darwin
Eaton (NT);2021;Northern Territory;Filipino;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Eaton (NT);2021;Northern Territory;Ancestry not stated;0.0;0.0;0.0;0.0;23.0;24.0;Darwin
Muirhead;2021;Northern Territory;Australian;67.0;80.0;114.0;538.0;5.0;803.0;Darwin
Muirhead;2021;Northern Territory;Filipino;246.0;7.0;19.0;3.0;0.0;277.0;Darwin
Muirhead;2021;Northern Territory;Korean;15.0;0.0;7.0;0.0;0.0;22.0;Darwin
Muirhead;2021;Northern Territory;New Zealander;10.0;4.0;6.0;3.0;0.0;26.0;Darwin
Muirhead;2021;Northern Territory;Russian;7.0;0.0;0.0;0.0;0.0;11.0;Darwin
Muirhead;2021;Northern Territory;Sri Lankan;39.0;3.0;0.0;0.0;0.0;42.0;Darwin
Muirhead;2021;Northern Territory;Other(d);699.0;35.0;41.0;77.0;0.0;850.0;Darwin
Malak;2021;Northern Territory;Filipino;191.0;0.0;14.0;3.0;0.0;207.0;Darwin
Malak;2021;Northern Territory;Italian;22.0;16.0;0.0;26.0;0.0;71.0;Darwin
Malak;2021;Northern Territory;Maltese;0.0;0.0;0.0;8.0;0.0;3.0;Darwin
Malak;2021;Northern Territory;Spanish;12.0;0.0;0.0;0.0;0.0;15.0;Darwin
Malak;2021;Northern Territory;Vietnamese;34.0;0.0;6.0;0.0;0.0;37.0;Darwin
Malak;2021;Northern Territory;Welsh;4.0;4.0;0.0;10.0;0.0;14.0;Darwin
Malak;2021;Northern Territory;Other(d);370.0;23.0;48.0;140.0;13.0;602.0;Darwin
Casuarina (NT);2016;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2016;Northern Territory;Irish;8.0;3.0;0.0;3.0;0.0;15.0;Darwin
Coonawarra (NT);2016;Northern Territory;Australian;0.0;5.0;0.0;25.0;0.0;33.0;Darwin
Eaton (NT);2016;Northern Territory;Sri Lankan;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Larrakeyah;2016;Northern Territory;Hungarian;11.0;0.0;0.0;3.0;0.0;8.0;Darwin
Malak;2016;Northern Territory;English;152.0;63.0;60.0;450.0;13.0;734.0;Darwin
Moil;2016;Northern Territory;Italian;14.0;3.0;0.0;6.0;0.0;20.0;Darwin
Nakara;2016;Northern Territory;Greek;102.0;16.0;8.0;20.0;0.0;146.0;Darwin
The Gardens (NT);2016;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
The Narrows (NT);2016;Northern Territory;Chinese;19.0;0.0;3.0;0.0;0.0;20.0;Darwin
Lyons (NT);2016;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2016;Northern Territory;Other(d);200.0;18.0;28.0;31.0;4.0;280.0;Darwin
Muirhead;2016;Northern Territory;German;16.0;9.0;9.0;46.0;3.0;76.0;Darwin
Nightcliff;2016;Northern Territory;Dutch;34.0;0.0;9.0;15.0;0.0;59.0;Darwin
Nightcliff;2016;Northern Territory;German;46.0;14.0;14.0;91.0;0.0;167.0;Darwin
The Gardens (NT);2016;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;31.0;3.0;38.0;Darwin
Wagaman;2016;Northern Territory;Chinese;177.0;0.0;4.0;15.0;0.0;197.0;Darwin
Winnellie;2016;Northern Territory;French;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2016;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Woolner;2016;Northern Territory;Chinese;30.0;0.0;0.0;9.0;0.0;41.0;Darwin
Woolner;2016;Northern Territory;Irish;69.0;5.0;8.0;71.0;0.0;155.0;Darwin
Woolner;2016;Northern Territory;Welsh;8.0;0.0;0.0;3.0;0.0;16.0;Darwin
Alawa;2006;Northern Territory;Australian;18.0;73.0;78.0;530.0;30.0;729.0;Darwin
Anula;2006;Northern Territory;Lebanese;4.0;0.0;0.0;3.0;0.0;7.0;Darwin
Brinkin;2006;Northern Territory;Sinhalese;9.0;0.0;0.0;0.0;0.0;9.0;Darwin
Coconut Grove;2006;Northern Territory;Australian;15.0;84.0;78.0;648.0;29.0;854.0;Darwin
Coconut Grove;2006;Northern Territory;New Zealander;12.0;3.0;3.0;0.0;0.0;18.0;Darwin
Fannie Bay;2006;Northern Territory;Hungarian;0.0;0.0;0.0;5.0;0.0;5.0;Darwin
Fannie Bay;2006;Northern Territory;Russian;0.0;0.0;3.0;3.0;0.0;6.0;Darwin
Jingili;2006;Northern Territory;Vietnamese;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Larrakeyah;2006;Northern Territory;German;35.0;11.0;10.0;88.0;3.0;147.0;Darwin
Leanyer;2006;Northern Territory;Chinese;293.0;18.0;8.0;32.0;21.0;372.0;Darwin
Leanyer;2006;Northern Territory;Other(d);265.0;33.0;38.0;60.0;15.0;411.0;Darwin
Marrara;2006;Northern Territory;French;4.0;3.0;3.0;3.0;0.0;13.0;Darwin
Millner;2006;Northern Territory;Dutch;18.0;7.0;0.0;3.0;0.0;28.0;Darwin
Millner;2006;Northern Territory;Greek;77.0;15.0;10.0;10.0;0.0;112.0;Darwin
Millner;2006;Northern Territory;Irish;29.0;12.0;10.0;174.0;0.0;225.0;Darwin
Nightcliff;2006;Northern Territory;South African;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Nightcliff;2006;Northern Territory;Vietnamese;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Parap;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Parap;2006;Northern Territory;Maori;3.0;0.0;0.0;4.0;0.0;7.0;Darwin
Parap;2006;Northern Territory;Russian;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Stuart Park;2006;Northern Territory;Welsh;9.0;3.0;0.0;16.0;4.0;32.0;Darwin
Tiwi;2006;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2006;Northern Territory;Polish;12.0;3.0;0.0;7.0;0.0;22.0;Darwin
Tiwi;2006;Northern Territory;Sinhalese;12.0;3.0;4.0;0.0;0.0;19.0;Darwin
Wagaman;2006;Northern Territory;American;8.0;3.0;0.0;3.0;0.0;14.0;Darwin
Wagaman;2006;Northern Territory;Indian;18.0;0.0;0.0;0.0;0.0;18.0;Darwin
Wagaman;2006;Northern Territory;Welsh;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Wanguri;2006;Northern Territory;Irish;24.0;20.0;8.0;125.0;9.0;186.0;Darwin
Wanguri;2006;Northern Territory;Sinhalese;22.0;0.0;0.0;0.0;0.0;22.0;Darwin
Winnellie;2006;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2006;Northern Territory;Croatian;3.0;0.0;0.0;3.0;0.0;6.0;Darwin
