state;lga_name;suburb;category;sub_category;males;females;persons;lga_code;scc_code;geo_shape;census_year;lga;joint_regional_groups;year_text;geo_point_2d
Northern Territory;Darwin;The Gardens (NT);Age groups;0-4 years;21;17;43;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Age groups;45-54 years;43;46;84;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Age groups;05-14 years;38;32;66;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Age of persons attending an education institution(e);0-4 years;3;4;9;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Age of persons attending an education institution(e);15-19 years;13;21;29;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Count of persons in occupied private dwellings;Count of persons in occupied private dwellings(g);272;293;569;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Highest year of school completed(f);Year 10 or equivalent;23;29;51;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Highest year of school completed(f);Year 9 or equivalent;12;4;17;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Narrows (NT);Age groups;35-44 years;42;53;96;71000;70255;"{""coordinates"": [[[130.86383488900003, -12.426464579999958], [130.86380455900007, -12.424445179999964], [130.85621862000005, -12.42456201999994], [130.85703030000002, -12.42956179999993], [130.86383488900003, -12.426464579999958]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.426358860507547, 130.8596951378535
Northern Territory;Darwin;The Narrows (NT);Age groups;55-64 years;47;54;92;71000;70255;"{""coordinates"": [[[130.86383488900003, -12.426464579999958], [130.86380455900007, -12.424445179999964], [130.85621862000005, -12.42456201999994], [130.85703030000002, -12.42956179999993], [130.86383488900003, -12.426464579999958]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.426358860507547, 130.8596951378535
Northern Territory;Darwin;The Narrows (NT);Age groups;65-74 years;20;31;52;71000;70255;"{""coordinates"": [[[130.86383488900003, -12.426464579999958], [130.86380455900007, -12.424445179999964], [130.85621862000005, -12.42456201999994], [130.85703030000002, -12.42956179999993], [130.86383488900003, -12.426464579999958]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.426358860507547, 130.8596951378535
Northern Territory;Darwin;The Narrows (NT);Age groups;85 years and over;0;4;4;71000;70255;"{""coordinates"": [[[130.86383488900003, -12.426464579999958], [130.86380455900007, -12.424445179999964], [130.85621862000005, -12.42456201999994], [130.85703030000002, -12.42956179999993], [130.86383488900003, -12.426464579999958]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.426358860507547, 130.8596951378535
Northern Territory;Darwin;Tiwi;Age groups;20-24 years;56;58;119;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Tiwi;Age groups;55-64 years;133;144;281;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Tiwi;Age groups;75-84 years;72;81;156;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Tiwi;Birthplace;Australia(b);710;750;1462;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Tiwi;Count of persons in occupied private dwellings;Count of persons in occupied private dwellings(g);983;1084;2073;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Tiwi;Count of persons in other dwellings;Count of persons in other dwellings(g)(h);422;484;911;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Tiwi;Highest year of school completed(f);Year 12 or equivalent;526;614;1139;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Wagaman;Age of persons attending an education institution(e);15-19 years;45;42;82;71000;70277;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.88275137900007, -12.375787938999963], [130.87945159900002, -12.381370178999928], [130.88668253800006, -12.386396598999964], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380431087592761, 130.8851528133215
Northern Territory;Darwin;Wagaman;Count of persons in other dwellings;Count of persons in other dwellings(g)(h);56;57;109;71000;70277;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.88275137900007, -12.375787938999963], [130.87945159900002, -12.381370178999928], [130.88668253800006, -12.386396598999964], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380431087592761, 130.8851528133215
Northern Territory;Darwin;Wagaman;Highest year of school completed(f);Year 9 or equivalent;45;38;79;71000;70277;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.88275137900007, -12.375787938999963], [130.87945159900002, -12.381370178999928], [130.88668253800006, -12.386396598999964], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380431087592761, 130.8851528133215
Northern Territory;Darwin;Wagaman;Language used at home;Other language(d);460;443;905;71000;70277;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.88275137900007, -12.375787938999963], [130.87945159900002, -12.381370178999928], [130.88668253800006, -12.386396598999964], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.380431087592761, 130.8851528133215
Northern Territory;Darwin;Wanguri;Aboriginal and/or Torres Strait Islander persons;Torres Strait Islander;7;3;8;71000;70280;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.8922164480001, -12.366520178999963], [130.88571488900004, -12.365699458999927], [130.88286835900007, -12.368953338999972], [130.8840688790001, -12.371407118999967], [130.8862476390001, -12.371805238999968], [130.88477274900004, -12.37638931899994], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.371109734949519, 130.88804126673585
Northern Territory;Darwin;Wanguri;Age groups;15-19 years;57;54;113;71000;70280;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.8922164480001, -12.366520178999963], [130.88571488900004, -12.365699458999927], [130.88286835900007, -12.368953338999972], [130.8840688790001, -12.371407118999967], [130.8862476390001, -12.371805238999968], [130.88477274900004, -12.37638931899994], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.371109734949519, 130.88804126673585
Northern Territory;Darwin;Winnellie;Aboriginal and/or Torres Strait Islander persons;Both Aboriginal and Torres Strait Islander(a);6;0;6;71000;70290;"{""coordinates"": [[[130.90849270700005, -12.424346129999947], [130.86825777900003, -12.425036919999968], [130.86161871900003, -12.4274714799999], [130.86001410900008, -12.432732359999932], [130.89211891800002, -12.432566419999944], [130.90392768700008, -12.439006119999931], [130.90389235700002, -12.428585619999977], [130.90736270700006, -12.427537119999954], [130.90849270700005, -12.424346129999947]]], ""type"": ""Polygon""}";2021;Darwin;;2021;-12.4292874572468, 130.88571520601627
