state;lga_name;suburb;category;sub_category;males;females;persons;lga_code;scc_code;geo_shape;census_year;lga;joint_regional_groups;year_text;geo_point_2d
Northern Territory;Darwin;Karama;Age of persons attending an educational institution(d);15-19 years;135;113;248;71000;70143;"{""coordinates"": [[[130.91143435700008, -12.39072908999998], [130.907744717, -12.401260459999946], [130.92268219700009, -12.409910449999927], [130.92314804700004, -12.400988559999973], [130.91920312700006, -12.394496769999932], [130.91143435700008, -12.39072908999998]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.400047003926316, 130.91605655400303
Northern Territory;Darwin;Larrakeyah;Age groups;20-24 years;183;110;293;71000;70159;"{""coordinates"": [[[130.83331826000006, -12.4605920299999], [130.83521513000005, -12.458649399999956], [130.83336440000005, -12.456826259999955], [130.83476695000002, -12.455442329999926], [130.83382627000003, -12.453408259999946], [130.8233196010001, -12.447535528999936], [130.8205016510001, -12.452123578999931], [130.81687169100007, -12.454323618999977], [130.81868673100004, -12.460085669999955], [130.83331826000006, -12.4605920299999]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.45538485204315, 130.82594442076615
Northern Territory;Darwin;Larrakeyah;Indigenous persons;Both Aboriginal and Torres Strait Islander(a);3;0;3;71000;70159;"{""coordinates"": [[[130.83331826000006, -12.4605920299999], [130.83521513000005, -12.458649399999956], [130.83336440000005, -12.456826259999955], [130.83476695000002, -12.455442329999926], [130.83382627000003, -12.453408259999946], [130.8233196010001, -12.447535528999936], [130.8205016510001, -12.452123578999931], [130.81687169100007, -12.454323618999977], [130.81868673100004, -12.460085669999955], [130.83331826000006, -12.4605920299999]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.45538485204315, 130.82594442076615
Northern Territory;Darwin;Leanyer;Highest year of school completed(e);Year 9 or equivalent;83;88;171;71000;70161;"{""coordinates"": [[[130.9036753680001, -12.384681169999965], [130.90363098800003, -12.382484569999974], [130.9054461280001, -12.382682649999936], [130.90741960800003, -12.373857958999961], [130.9008294680001, -12.36565474899993], [130.89232339800003, -12.365689028999952], [130.89078582800005, -12.377470568999968], [130.89584345800006, -12.378660098999944], [130.9036753680001, -12.384681169999965]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.373938865574505, 130.89911098213253
Northern Territory;Darwin;Lee Point;Age groups;45-54 years;8;18;26;71000;70162;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.90421370800004, -12.351008108999963], [130.90602771800002, -12.344371128999967], [130.90430568800002, -12.337384118999978], [130.90521573800004, -12.334655828999926], [130.89601573800007, -12.330045838999979], [130.88821579900002, -12.340455898999949], [130.879670669, -12.346015998999974], [130.87971815900005, -12.35093588899997], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.343044609331878, 130.89475772798983
Northern Territory;Darwin;Lee Point;Age of persons attending an educational institution(d);15-19 years;0;0;0;71000;70162;"{""coordinates"": [[[130.8907768480001, -12.351060118999953], [130.90421370800004, -12.351008108999963], [130.90602771800002, -12.344371128999967], [130.90430568800002, -12.337384118999978], [130.90521573800004, -12.334655828999926], [130.89601573800007, -12.330045838999979], [130.88821579900002, -12.340455898999949], [130.879670669, -12.346015998999974], [130.87971815900005, -12.35093588899997], [130.8907768480001, -12.351060118999953]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.343044609331878, 130.89475772798983
Northern Territory;Darwin;Lyons (NT);Age groups;20-24 years;63;76;139;71000;70168;"{""coordinates"": [[[130.88579010900003, -12.351087888999928], [130.88571488900004, -12.365699458999927], [130.8922164480001, -12.366520178999963], [130.8907768480001, -12.351060118999953], [130.88579010900003, -12.351087888999928]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.358916596807935, 130.88866298860856
Northern Territory;Darwin;Lyons (NT);Indigenous persons;Aboriginal;19;30;49;71000;70168;"{""coordinates"": [[[130.88579010900003, -12.351087888999928], [130.88571488900004, -12.365699458999927], [130.8922164480001, -12.366520178999963], [130.8907768480001, -12.351060118999953], [130.88579010900003, -12.351087888999928]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.358916596807935, 130.88866298860856
Northern Territory;Darwin;Malak;Age groups;25-34 years;229;240;469;71000;70169;"{""coordinates"": [[[130.89683563800008, -12.388513759999967], [130.897789998, -12.39593425], [130.907744717, -12.401260459999946], [130.91143435700008, -12.39072908999998], [130.9046022880001, -12.385403349999933], [130.901582608, -12.387783579999962], [130.89874903800012, -12.38689716999994], [130.89683563800008, -12.388513759999967]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.392844209215955, 130.90403539496535
Northern Territory;Darwin;Malak;Highest year of school completed(e);Year 8 or below;54;63;117;71000;70169;"{""coordinates"": [[[130.89683563800008, -12.388513759999967], [130.897789998, -12.39593425], [130.907744717, -12.401260459999946], [130.91143435700008, -12.39072908999998], [130.9046022880001, -12.385403349999933], [130.901582608, -12.387783579999962], [130.89874903800012, -12.38689716999994], [130.89683563800008, -12.388513759999967]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.392844209215955, 130.90403539496535
Northern Territory;Darwin;Malak;Highest year of school completed(e);Did not go to school;19;16;35;71000;70169;"{""coordinates"": [[[130.89683563800008, -12.388513759999967], [130.897789998, -12.39593425], [130.907744717, -12.401260459999946], [130.91143435700008, -12.39072908999998], [130.9046022880001, -12.385403349999933], [130.901582608, -12.387783579999962], [130.89874903800012, -12.38689716999994], [130.89683563800008, -12.388513759999967]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.392844209215955, 130.90403539496535
Northern Territory;Darwin;Marrara;Age groups;75-84 years;11;14;25;71000;70178;"{""coordinates"": [[[130.90841430700004, -12.404775589999927], [130.91833358700012, -12.412751199999946], [130.919146917, -12.407863679999934], [130.897789998, -12.39593425], [130.8715488690001, -12.395301278999966], [130.87736112900006, -12.402603338999938], [130.90840711700002, -12.402507579999961], [130.90841430700004, -12.404775589999927]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.400622062065716, 130.89338633432567
Northern Territory;Darwin;Moil;Total persons;Total persons;1052;974;2026;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Moil;Highest year of school completed(e);Year 8 or below;37;50;87;71000;70192;"{""coordinates"": [[[130.87945159900002, -12.381370178999928], [130.87670551900007, -12.382594088999952], [130.878297069, -12.395274538999956], [130.88321178900003, -12.39524862899998], [130.88668253800006, -12.386396598999964], [130.87945159900002, -12.381370178999928]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.388507334477085, 130.88111323062097
Northern Territory;Darwin;Nakara;Age groups;55-64 years;114;116;230;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Language spoken at home;Australian citizen;770;713;1483;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nakara;Highest year of school completed(e);Year 12 or equivalent;421;434;855;71000;70201;"{""coordinates"": [[[130.87653991900004, -12.375649868999972], [130.87912039900004, -12.375776318999954], [130.8802810190001, -12.372326628999927], [130.883447249, -12.369954218999965], [130.88149424900007, -12.367398848999926], [130.87423698900008, -12.365552058999981], [130.87222495900005, -12.373240658999975], [130.87653991900004, -12.375649868999972]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.370628658886508, 130.87726688593344
Northern Territory;Darwin;Nightcliff;Age of persons attending an educational institution(d);0-4 years;27;13;40;71000;70210;"{""coordinates"": [[[130.84799951, -12.389418198999977], [130.85602747000007, -12.387904528999968], [130.85600549000003, -12.384999788999949], [130.84929895000005, -12.37642311899998], [130.84114007100004, -12.380681228999947], [130.84340007000003, -12.38674722899998], [130.84799951, -12.389418198999977]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.383566492288404, 130.84865503422773
Northern Territory;Darwin;Parap;Age groups;05-14 years;108;120;228;71000;70219;"{""coordinates"": [[[130.85479278000003, -12.430620609999947], [130.8536194500001, -12.428097819999948], [130.85104649000002, -12.430040839999947], [130.8490251300001, -12.427423178999957], [130.84506907000002, -12.429513248999966], [130.84112707000008, -12.426674368999954], [130.83972412, -12.428538278999952], [130.84154573, -12.429832928999929], [130.8415630300001, -12.432185518999972], [130.8375187900001, -12.438960648999966], [130.84085329000004, -12.441640869999956], [130.8417577900001, -12.437629719999961], [130.85479278000003, -12.430620609999947]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.432785626267483, 130.84505891382105
Northern Territory;Darwin;Stuart Park;Highest year of school completed(e);Year 10 or equivalent;292;203;495;71000;70245;"{""coordinates"": [[[130.84123862, -12.439373599999954], [130.8392592900001, -12.453015579999942], [130.85018002000004, -12.452998389999948], [130.8527475400001, -12.448410099999933], [130.84925139000006, -12.445406399999968], [130.84911039000005, -12.442221379999978], [130.84636052000005, -12.441966319999949], [130.84592982000004, -12.438187719999974], [130.84123862, -12.439373599999954]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.44697272559597, 130.84519391653424
Northern Territory;Darwin;The Gardens (NT);Age groups;35-44 years;55;49;104;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Age groups;65-74 years;23;13;36;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Age of persons attending an educational institution(d);05-14 years;36;36;72;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Gardens (NT);Highest year of school completed(e);Year 12 or equivalent;149;157;306;71000;70254;"{""coordinates"": [[[130.83476695000002, -12.455442329999926], [130.8376755600001, -12.45243450999993], [130.8392592900001, -12.453015579999942], [130.84085329000004, -12.441640869999956], [130.8375187900001, -12.438960648999966], [130.83797168, -12.436265138999941], [130.8328333610001, -12.43625211899996], [130.83232251100003, -12.441986468999971], [130.8275515910001, -12.449506499999927], [130.8310166110001, -12.45072701999993], [130.83052725100003, -12.451897919999965], [130.83476695000002, -12.455442329999926]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.445873900469339, 130.83511590209824
Northern Territory;Darwin;The Narrows (NT);Age groups;0-4 years;17;20;37;71000;70255;"{""coordinates"": [[[130.86383488900003, -12.426464579999958], [130.86380455900007, -12.424445179999964], [130.85621862000005, -12.42456201999994], [130.85703030000002, -12.42956179999993], [130.86383488900003, -12.426464579999958]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.426358860507547, 130.8596951378535
Northern Territory;Darwin;The Narrows (NT);Birthplace;Australia;222;241;463;71000;70255;"{""coordinates"": [[[130.86383488900003, -12.426464579999958], [130.86380455900007, -12.424445179999964], [130.85621862000005, -12.42456201999994], [130.85703030000002, -12.42956179999993], [130.86383488900003, -12.426464579999958]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.426358860507547, 130.8596951378535
Northern Territory;Darwin;The Narrows (NT);Highest year of school completed(e);Year 10 or equivalent;44;52;96;71000;70255;"{""coordinates"": [[[130.86383488900003, -12.426464579999958], [130.86380455900007, -12.424445179999964], [130.85621862000005, -12.42456201999994], [130.85703030000002, -12.42956179999993], [130.86383488900003, -12.426464579999958]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.426358860507547, 130.8596951378535
Northern Territory;Darwin;Tiwi;Age groups;65-74 years;105;80;185;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Tiwi;Indigenous persons;Aboriginal;103;108;211;71000;70262;"{""coordinates"": [[[130.879670669, -12.346015998999974], [130.87054581900006, -12.35539597899998], [130.86634722000005, -12.364073918999964], [130.88149424900007, -12.367398848999926], [130.88286835900007, -12.368953338999972], [130.88571488900004, -12.365699458999927], [130.88579010900003, -12.351087888999928], [130.87971815900005, -12.35093588899997], [130.879670669, -12.346015998999974]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.358812369505445, 130.87787031949495
Northern Territory;Darwin;Wagaman;Age groups;05-14 years;156;157;313;71000;70277;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.88275137900007, -12.375787938999963], [130.87945159900002, -12.381370178999928], [130.88668253800006, -12.386396598999964], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.380431087592761, 130.8851528133215
Northern Territory;Darwin;Wagaman;Language spoken at home;English only;545;534;1079;71000;70277;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.88275137900007, -12.375787938999963], [130.87945159900002, -12.381370178999928], [130.88668253800006, -12.386396598999964], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.380431087592761, 130.8851528133215
Northern Territory;Darwin;Wagaman;Highest year of school completed(e);Did not go to school;17;17;34;71000;70277;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.88275137900007, -12.375787938999963], [130.87945159900002, -12.381370178999928], [130.88668253800006, -12.386396598999964], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.380431087592761, 130.8851528133215
Northern Territory;Darwin;Wanguri;Age of persons attending an educational institution(d);20-24 years;22;15;37;71000;70280;"{""coordinates"": [[[130.89078582800005, -12.377470568999968], [130.8922164480001, -12.366520178999963], [130.88571488900004, -12.365699458999927], [130.88286835900007, -12.368953338999972], [130.8840688790001, -12.371407118999967], [130.8862476390001, -12.371805238999968], [130.88477274900004, -12.37638931899994], [130.89078582800005, -12.377470568999968]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.371109734949519, 130.88804126673585
Northern Territory;Darwin;Woolner;Birthplace;Elsewhere(b);104;97;201;71000;70293;"{""coordinates"": [[[130.86161871900003, -12.4274714799999], [130.84802937000003, -12.433713359999954], [130.8417577900001, -12.437629719999961], [130.84123862, -12.439373599999954], [130.84592982000004, -12.438187719999974], [130.84636052000005, -12.441966319999949], [130.84911039000005, -12.442221379999978], [130.8520217, -12.436212119999936], [130.86001410900008, -12.432732359999932], [130.86161871900003, -12.4274714799999]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.435027638207169, 130.85148826096662
Northern Territory;Darwin;Wulagi;Highest year of school completed(e);Year 9 or equivalent;54;42;96;71000;70294;"{""coordinates"": [[[130.8877528280001, -12.384587688999943], [130.89683563800008, -12.388513759999967], [130.89874903800012, -12.38689716999994], [130.901582608, -12.387783579999962], [130.9046022880001, -12.385403349999933], [130.89584345800006, -12.378660098999944], [130.89078582800005, -12.377470568999968], [130.8877528280001, -12.384587688999943]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.383352568704982, 130.89540735763777
Northern Territory;Darwin;Wulagi;Highest year of school completed(e);Did not go to school;3;7;10;71000;70294;"{""coordinates"": [[[130.8877528280001, -12.384587688999943], [130.89683563800008, -12.388513759999967], [130.89874903800012, -12.38689716999994], [130.901582608, -12.387783579999962], [130.9046022880001, -12.385403349999933], [130.89584345800006, -12.378660098999944], [130.89078582800005, -12.377470568999968], [130.8877528280001, -12.384587688999943]]], ""type"": ""Polygon""}";2011;Darwin;;2011;-12.383352568704982, 130.89540735763777
Northern Territory;Darwin;Alawa;Language spoken at home;Australian citizen;784;811;1594;71000;70003;"{""coordinates"": [[[130.88214945900006, -12.377576058999978], [130.87477013900002, -12.37454097899996], [130.87240731900008, -12.376534508999953], [130.87016697900003, -12.375106178999943], [130.86560385900006, -12.376385708999976], [130.86783601900004, -12.378786098999967], [130.86588600900006, -12.381616098999928], [130.86660917900008, -12.384855338999955], [130.87945159900002, -12.381370178999928], [130.88214945900006, -12.377576058999978]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.379379175481102, 130.8730084196383
Northern Territory;Darwin;Anula;Age groups;75-84 years;24;22;45;71000;70014;"{""coordinates"": [[[130.88668253800006, -12.386396598999964], [130.88321178900003, -12.39524862899998], [130.897789998, -12.39593425], [130.89683563800008, -12.388513759999967], [130.8877528280001, -12.384587688999943], [130.88668253800006, -12.386396598999964]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.391244414206545, 130.89081492862664
Northern Territory;Darwin;Anula;Birthplace;Australia(b);803;775;1577;71000;70014;"{""coordinates"": [[[130.88668253800006, -12.386396598999964], [130.88321178900003, -12.39524862899998], [130.897789998, -12.39593425], [130.89683563800008, -12.388513759999967], [130.8877528280001, -12.384587688999943], [130.88668253800006, -12.386396598999964]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.391244414206545, 130.89081492862664
Northern Territory;Darwin;Anula;Language spoken at home;Australian citizen;991;994;1991;71000;70014;"{""coordinates"": [[[130.88668253800006, -12.386396598999964], [130.88321178900003, -12.39524862899998], [130.897789998, -12.39593425], [130.89683563800008, -12.388513759999967], [130.8877528280001, -12.384587688999943], [130.88668253800006, -12.386396598999964]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.391244414206545, 130.89081492862664
Northern Territory;Darwin;Bayview (NT);Aboriginal and/or Torres Strait Islander persons;Aboriginal;21;22;47;71000;70025;"{""coordinates"": [[[130.86001410900008, -12.432732359999932], [130.8520217, -12.436212119999936], [130.85003238000002, -12.438858359999927], [130.8540533700001, -12.441674359999979], [130.86461642900005, -12.442846349999968], [130.8662563690001, -12.44028635999996], [130.86385937900002, -12.4390043399999], [130.863893359, -12.432438969999964], [130.86001410900008, -12.432732359999932]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.438040591871552, 130.85870678366422
Northern Territory;Darwin;Bayview (NT);Aboriginal and/or Torres Strait Islander persons;Torres Strait Islander;0;0;0;71000;70025;"{""coordinates"": [[[130.86001410900008, -12.432732359999932], [130.8520217, -12.436212119999936], [130.85003238000002, -12.438858359999927], [130.8540533700001, -12.441674359999979], [130.86461642900005, -12.442846349999968], [130.8662563690001, -12.44028635999996], [130.86385937900002, -12.4390043399999], [130.863893359, -12.432438969999964], [130.86001410900008, -12.432732359999932]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.438040591871552, 130.85870678366422
Northern Territory;Darwin;Bayview (NT);Birthplace;Australia(b);603;526;1133;71000;70025;"{""coordinates"": [[[130.86001410900008, -12.432732359999932], [130.8520217, -12.436212119999936], [130.85003238000002, -12.438858359999927], [130.8540533700001, -12.441674359999979], [130.86461642900005, -12.442846349999968], [130.8662563690001, -12.44028635999996], [130.86385937900002, -12.4390043399999], [130.863893359, -12.432438969999964], [130.86001410900008, -12.432732359999932]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.438040591871552, 130.85870678366422
Northern Territory;Darwin;Bayview (NT);Highest year of school completed(f);Did not go to school;3;5;9;71000;70025;"{""coordinates"": [[[130.86001410900008, -12.432732359999932], [130.8520217, -12.436212119999936], [130.85003238000002, -12.438858359999927], [130.8540533700001, -12.441674359999979], [130.86461642900005, -12.442846349999968], [130.8662563690001, -12.44028635999996], [130.86385937900002, -12.4390043399999], [130.863893359, -12.432438969999964], [130.86001410900008, -12.432732359999932]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.438040591871552, 130.85870678366422
Northern Territory;Darwin;Brinkin;Aboriginal and/or Torres Strait Islander persons;Torres Strait Islander;3;3;7;71000;70040;"{""coordinates"": [[[130.87477013900002, -12.37454097899996], [130.87222495900005, -12.373240658999975], [130.87423698900008, -12.365552058999981], [130.86634722000005, -12.364073918999964], [130.86071593000008, -12.374176068999928], [130.86253593000004, -12.376196088999961], [130.86425595000003, -12.373146078999978], [130.86560385900006, -12.376385708999976], [130.87016697900003, -12.375106178999943], [130.87240731900008, -12.376534508999953], [130.87477013900002, -12.37454097899996]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.37057158712951, 130.8681854375327
Northern Territory;Darwin;Brinkin;Age of persons attending an educational institution(e);0-4 years;5;8;17;71000;70040;"{""coordinates"": [[[130.87477013900002, -12.37454097899996], [130.87222495900005, -12.373240658999975], [130.87423698900008, -12.365552058999981], [130.86634722000005, -12.364073918999964], [130.86071593000008, -12.374176068999928], [130.86253593000004, -12.376196088999961], [130.86425595000003, -12.373146078999978], [130.86560385900006, -12.376385708999976], [130.87016697900003, -12.375106178999943], [130.87240731900008, -12.376534508999953], [130.87477013900002, -12.37454097899996]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.37057158712951, 130.8681854375327
Northern Territory;Darwin;Casuarina (NT);Age of persons attending an educational institution(e);0-4 years;0;0;0;71000;70051;"{""coordinates"": [[[130.88477274900004, -12.37638931899994], [130.8862476390001, -12.371805238999968], [130.883447249, -12.369954218999965], [130.8802810190001, -12.372326628999927], [130.87912039900004, -12.375776318999954], [130.87653991900004, -12.375649868999972], [130.88214945900006, -12.377576058999978], [130.88275137900007, -12.375787938999963], [130.88477274900004, -12.37638931899994]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.37387965642937, 130.882513451844
Northern Territory;Darwin;Coconut Grove;Birthplace;Australia(b);717;750;1467;71000;70059;"{""coordinates"": [[[130.85606853000002, -12.39822663899997], [130.85602747000007, -12.387904528999968], [130.84799951, -12.389418198999977], [130.8458519200001, -12.40258949899993], [130.8561099200001, -12.402629158999956], [130.85606853000002, -12.39822663899997]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.395927261793862, 130.8515658647107
Northern Territory;Darwin;Coconut Grove;Age of persons attending an educational institution(e);25 years and over;84;122;204;71000;70059;"{""coordinates"": [[[130.85606853000002, -12.39822663899997], [130.85602747000007, -12.387904528999968], [130.84799951, -12.389418198999977], [130.8458519200001, -12.40258949899993], [130.8561099200001, -12.402629158999956], [130.85606853000002, -12.39822663899997]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.395927261793862, 130.8515658647107
Northern Territory;Darwin;Coonawarra (NT);Aboriginal and/or Torres Strait Islander persons;Torres Strait Islander;0;0;0;71000;70064;"{""coordinates"": [[[130.90392768700008, -12.439006119999931], [130.910848707, -12.44046012999996], [130.91467471700003, -12.439199109999945], [130.91772370700005, -12.43135511], [130.90736270700006, -12.427537119999954], [130.90389235700002, -12.428585619999977], [130.90392768700008, -12.439006119999931]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.434112241067576, 130.9098287984834
Northern Territory;Darwin;Coonawarra (NT);Aboriginal and/or Torres Strait Islander persons;Both Aboriginal and Torres Strait Islander(a);0;0;0;71000;70064;"{""coordinates"": [[[130.90392768700008, -12.439006119999931], [130.910848707, -12.44046012999996], [130.91467471700003, -12.439199109999945], [130.91772370700005, -12.43135511], [130.90736270700006, -12.427537119999954], [130.90389235700002, -12.428585619999977], [130.90392768700008, -12.439006119999931]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.434112241067576, 130.9098287984834
Northern Territory;Darwin;East Point;Aboriginal and/or Torres Strait Islander persons;Torres Strait Islander;0;0;0;71000;70087;"{""coordinates"": [[[130.8382478410001, -12.41147879899995], [130.8231563710001, -12.404616468999961], [130.81844637100002, -12.405186508999975], [130.81638642200005, -12.407906528999943], [130.81961645100012, -12.414566508999938], [130.8282263310001, -12.411616428999933], [130.83110852100003, -12.417709178999926], [130.83490576100007, -12.417189328999939], [130.84082755000009, -12.420418018999952], [130.84082719, -12.415361728999926], [130.84489624000003, -12.415359308999939], [130.84082124000008, -12.411227318999975], [130.8382478410001, -12.41147879899995]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.411707986073118, 130.82964622147028
Northern Territory;Darwin;East Point;Highest year of school completed(f);Year 8 or below;0;0;0;71000;70087;"{""coordinates"": [[[130.8382478410001, -12.41147879899995], [130.8231563710001, -12.404616468999961], [130.81844637100002, -12.405186508999975], [130.81638642200005, -12.407906528999943], [130.81961645100012, -12.414566508999938], [130.8282263310001, -12.411616428999933], [130.83110852100003, -12.417709178999926], [130.83490576100007, -12.417189328999939], [130.84082755000009, -12.420418018999952], [130.84082719, -12.415361728999926], [130.84489624000003, -12.415359308999939], [130.84082124000008, -12.411227318999975], [130.8382478410001, -12.41147879899995]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.411707986073118, 130.82964622147028
Northern Territory;Darwin;Fannie Bay;Age groups;25-34 years;205;230;435;71000;70097;"{""coordinates"": [[[130.83110852100003, -12.417709178999926], [130.83556736100002, -12.426703418999978], [130.8328333610001, -12.43625211899996], [130.83797168, -12.436265138999941], [130.83797132000004, -12.43794515899998], [130.8415630300001, -12.432185518999972], [130.84154573, -12.429832928999929], [130.83972412, -12.428538278999952], [130.84112707000008, -12.426674368999954], [130.84506907000002, -12.429513248999966], [130.84797173000004, -12.428375018999928], [130.84851715000002, -12.422670638999932], [130.8473378000001, -12.420522438999967], [130.84323812000002, -12.422397668999963], [130.83782470000006, -12.418113128999948], [130.83110852100003, -12.417709178999926]]], ""type"": ""Polygon""}";2016;Darwin;;2016;-12.426380612827941, 130.8393651780072
