abs_lga;suburb;census_year;state;category;sub_category;speaks_english_only;very_well_or_well;not_well_or_not_at_all;total_1;not_stated_b;total_2
Darwin;Moil;2021;Northern Territory;;Other(f);;72.0;14.0;90.0;6.0;91.0
Darwin;Tiwi;2021;Northern Territory;;Australian Indigenous Languages;;26.0;0.0;29.0;0.0;32.0
Darwin;Tiwi;2021;Northern Territory;;German;;18.0;0.0;20.0;0.0;20.0
Darwin;Tiwi;2021;Northern Territory;Indo-Aryan languages;Bengali;;7.0;0.0;7.0;0.0;7.0
Darwin;Tiwi;2021;Northern Territory;Indo-Aryan languages;Gujarati;;5.0;0.0;5.0;0.0;5.0
Darwin;Tiwi;2021;Northern Territory;;Japanese;;5.0;0.0;5.0;0.0;5.0
Darwin;Tiwi;2021;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Tiwi;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;20.0;3.0;21.0;0.0;21.0
Darwin;Tiwi;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;18.0;0.0;18.0;0.0;16.0
Darwin;Tiwi;2021;Northern Territory;;Spanish;;4.0;0.0;8.0;0.0;8.0
Darwin;Nightcliff;2021;Northern Territory;;Australian Indigenous Languages;;17.0;0.0;19.0;0.0;19.0
Darwin;Nightcliff;2021;Northern Territory;Chinese languages;Mandarin;;30.0;7.0;37.0;0.0;37.0
Darwin;Nightcliff;2021;Northern Territory;;French;;12.0;3.0;17.0;0.0;14.0
Darwin;Nightcliff;2021;Northern Territory;Indo-Aryan languages;Hindi;;40.0;0.0;40.0;0.0;40.0
Darwin;Nightcliff;2021;Northern Territory;Indo-Aryan languages;Punjabi;;71.0;6.0;79.0;3.0;79.0
Darwin;Nightcliff;2021;Northern Territory;Indo-Aryan languages;Other(d);;6.0;0.0;6.0;0.0;6.0
Darwin;Nightcliff;2021;Northern Territory;;Samoan;;4.0;0.0;4.0;0.0;4.0
Darwin;Nightcliff;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;23.0;0.0;19.0;0.0;19.0
Darwin;Nightcliff;2021;Northern Territory;;Language used at home not stated;;39.0;4.0;45.0;231.0;275.0
Darwin;Eaton (NT);2021;Northern Territory;Indo-Aryan languages;Bengali;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;Indo-Aryan languages;Punjabi;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;Malayalam;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2021;Northern Territory;;Afrikaans;;9.0;0.0;9.0;0.0;10.0
Darwin;Muirhead;2021;Northern Territory;;Australian Indigenous Languages;;7.0;0.0;6.0;0.0;6.0
Darwin;Muirhead;2021;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2021;Northern Territory;Indo-Aryan languages;Gujarati;;17.0;3.0;20.0;0.0;20.0
Darwin;Muirhead;2021;Northern Territory;Indo-Aryan languages;Urdu;;55.0;0.0;58.0;0.0;58.0
Darwin;Muirhead;2021;Northern Territory;;Italian;;12.0;0.0;12.0;0.0;12.0
Darwin;Muirhead;2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;16.0;0.0;21.0;0.0;21.0
Darwin;Muirhead;2021;Northern Territory;;Spanish;;9.0;0.0;9.0;0.0;9.0
Darwin;Malak;2021;Northern Territory;;German;;9.0;0.0;9.0;0.0;9.0
Darwin;Malak;2021;Northern Territory;Indo-Aryan languages;Bengali;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;Indo-Aryan languages;Hindi;;4.0;0.0;4.0;0.0;4.0
Darwin;Malak;2021;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;Malak;2021;Northern Territory;;Thai;;25.0;9.0;31.0;0.0;31.0
Darwin;Wanguri;2021;Northern Territory;Chinese languages;Other(c);;15.0;4.0;22.0;0.0;22.0
Darwin;Wanguri;2021;Northern Territory;;French;;8.0;0.0;9.0;0.0;9.0
Darwin;Wanguri;2021;Northern Territory;;German;;3.0;0.0;3.0;0.0;3.0
Darwin;Wanguri;2021;Northern Territory;Indo-Aryan languages;Sinhalese;;0.0;0.0;0.0;0.0;0.0
Darwin;Wanguri;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Alawa;2021;Northern Territory;;Tamil;;16.0;0.0;16.0;0.0;16.0
Darwin;Alawa;2021;Northern Territory;;Vietnamese;;30.0;13.0;40.0;0.0;40.0
Darwin;Millner;2021;Northern Territory;Chinese languages;Other(c);;6.0;0.0;6.0;0.0;6.0
Darwin;Millner;2021;Northern Territory;;German;;12.0;0.0;12.0;0.0;16.0
Darwin;Wulagi;2021;Northern Territory;;Australian Indigenous Languages;;16.0;0.0;13.0;0.0;13.0
Darwin;Wulagi;2021;Northern Territory;;French;;4.0;0.0;4.0;0.0;11.0
Darwin;Darwin City;2021;Northern Territory;;Afrikaans;;6.0;0.0;6.0;0.0;6.0
Darwin;Darwin City;2021;Northern Territory;;Arabic;;17.0;0.0;17.0;0.0;17.0
Darwin;Darwin City;2021;Northern Territory;Indo-Aryan languages;Bengali;;32.0;0.0;32.0;0.0;32.0
Darwin;Darwin City;2021;Northern Territory;;Japanese;;42.0;8.0;52.0;0.0;50.0
Darwin;Darwin City;2021;Northern Territory;;Russian;;11.0;0.0;11.0;0.0;11.0
Darwin;Darwin City;2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;25.0;5.0;33.0;0.0;33.0
Darwin;Fannie Bay;2021;Northern Territory;Chinese languages;Cantonese;;20.0;4.0;18.0;0.0;18.0
Darwin;Fannie Bay;2021;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2021;Northern Territory;;Malayalam;;4.0;0.0;3.0;0.0;3.0
Darwin;Fannie Bay;2021;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2021;Northern Territory;;Spanish;;28.0;0.0;28.0;0.0;24.0
Darwin;The Gardens (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;5.0;0.0;5.0;0.0;5.0
Darwin;The Gardens (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;0.0;0.0;0.0;0.0;0.0
Darwin;The Gardens (NT);2021;Northern Territory;;Thai;;4.0;0.0;4.0;0.0;4.0
Darwin;Woolner;2021;Northern Territory;;French;;3.0;0.0;3.0;0.0;3.0
Darwin;Woolner;2021;Northern Territory;Indo-Aryan languages;Punjabi;;13.0;0.0;16.0;0.0;16.0
Darwin;Woolner;2021;Northern Territory;Indo-Aryan languages;Other(d);;3.0;0.0;3.0;0.0;3.0
Darwin;Woolner;2021;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2021;Northern Territory;;Vietnamese;;9.0;0.0;9.0;0.0;9.0
Darwin;Marrara;2021;Northern Territory;Indo-Aryan languages;Gujarati;;0.0;0.0;0.0;0.0;0.0
Darwin;Marrara;2021;Northern Territory;Indo-Aryan languages;Nepali;;10.0;0.0;10.0;0.0;10.0
Darwin;Marrara;2021;Northern Territory;Indo-Aryan languages;Punjabi;;8.0;0.0;8.0;0.0;8.0
Darwin;Marrara;2021;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2021;Northern Territory;Southeast Asian Austronesian languages;Other(e);;8.0;0.0;8.0;0.0;8.0
Darwin;Casuarina (NT);2021;Northern Territory;;Tamil;;7.0;0.0;9.0;0.0;9.0
Darwin;Anula;2021;Northern Territory;;Serbian;;7.0;0.0;7.0;0.0;7.0
Darwin;Anula;2021;Northern Territory;Southeast Asian Austronesian languages;Filipino;;44.0;0.0;47.0;0.0;47.0
Darwin;Alawa;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Alawa;2016;Northern Territory;;Serbian;;0.0;0.0;3.0;0.0;3.0
Darwin;Anula;2016;Northern Territory;Indo-Aryan languages;Bengali;;3.0;0.0;4.0;0.0;4.0
Darwin;Anula;2016;Northern Territory;;Tamil;;3.0;0.0;3.0;0.0;3.0
Darwin;Anula;2016;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Coconut Grove;2016;Northern Territory;;Arabic;;4.0;0.0;4.0;0.0;4.0
Darwin;Coconut Grove;2016;Northern Territory;;Greek;;63.0;14.0;83.0;0.0;83.0
Darwin;Coconut Grove;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;66.0;4.0;66.0;0.0;65.0
Darwin;Coonawarra (NT);2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2016;Northern Territory;Indo-Aryan languages;Punjabi;;0.0;0.0;0.0;0.0;0.0
Darwin;Coonawarra (NT);2016;Northern Territory;;Tamil;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2016;Northern Territory;;Spanish;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;;Speaks English only;1947.0;;;;;1947.0
Darwin;Jingili;2016;Northern Territory;Indo-Aryan languages;Other(d);;13.0;0.0;11.0;0.0;11.0
Darwin;Karama;2016;Northern Territory;;Arabic;;6.0;0.0;6.0;0.0;6.0
Darwin;Larrakeyah;2016;Northern Territory;;Croatian;;3.0;0.0;3.0;0.0;7.0
Darwin;Larrakeyah;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Larrakeyah;2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;29.0;3.0;34.0;0.0;34.0
Darwin;Lee Point;2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;;Australian Indigenous Languages;;144.0;3.0;147.0;7.0;149.0
Darwin;Ludmilla;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;0.0;0.0;0.0;0.0;0.0
Darwin;Lyons (NT);2016;Northern Territory;;Afrikaans;;3.0;0.0;4.0;0.0;4.0
Darwin;Malak;2016;Northern Territory;;Dutch;;5.0;0.0;5.0;0.0;5.0
Darwin;Marrara;2016;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2016;Northern Territory;;French;;3.0;0.0;0.0;0.0;0.0
Darwin;Nightcliff;2016;Northern Territory;Indo-Aryan languages;Urdu;;9.0;3.0;16.0;0.0;16.0
Darwin;Nightcliff;2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;29.0;3.0;31.0;0.0;35.0
Darwin;Parap;2016;Northern Territory;Chinese languages;Mandarin;;44.0;8.0;50.0;0.0;50.0
Darwin;The Narrows (NT);2016;Northern Territory;Indo-Aryan languages;Sinhalese;;0.0;0.0;0.0;0.0;0.0
Darwin;Wagaman;2016;Northern Territory;;Japanese;;3.0;0.0;5.0;0.0;5.0
Darwin;Wanguri;2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;8.0;0.0;8.0;0.0;11.0
Darwin;Woolner;2016;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Bayview (NT);2016;Northern Territory;Chinese languages;Other(c);;18.0;0.0;15.0;0.0;15.0
Darwin;Brinkin;2016;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;4.0;0.0;4.0;0.0;4.0
Darwin;Coconut Grove;2016;Northern Territory;;French;;7.0;0.0;7.0;0.0;7.0
Darwin;Coonawarra (NT);2016;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;3.0;0.0;4.0;0.0;4.0
Darwin;Karama;2016;Northern Territory;;Greek;;177.0;26.0;200.0;3.0;209.0
Darwin;Karama;2016;Northern Territory;;Italian;;9.0;0.0;9.0;0.0;9.0
Darwin;Lee Point;2016;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2016;Northern Territory;;Language spoken at home not stated;;0.0;0.0;0.0;17.0;18.0
Darwin;Lyons (NT);2016;Northern Territory;;Dutch;;8.0;0.0;8.0;0.0;8.0
Darwin;Marrara;2016;Northern Territory;Chinese languages;Cantonese;;10.0;3.0;17.0;0.0;17.0
Darwin;Marrara;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;5.0;0.0;5.0;0.0;5.0
Darwin;Moil;2016;Northern Territory;;Russian;;3.0;0.0;3.0;0.0;3.0
Darwin;Muirhead;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Muirhead;2016;Northern Territory;;Vietnamese;;9.0;0.0;9.0;0.0;9.0
Darwin;Nightcliff;2016;Northern Territory;;Russian;;3.0;0.0;3.0;0.0;3.0
Darwin;Rapid Creek;2016;Northern Territory;Chinese languages;Mandarin;;14.0;6.0;19.0;4.0;27.0
Darwin;Tiwi;2016;Northern Territory;;French;;0.0;0.0;0.0;0.0;0.0
Darwin;Wagaman;2016;Northern Territory;Indo-Aryan languages;Bengali;;3.0;3.0;4.0;0.0;4.0
Darwin;Wagaman;2016;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Wagaman;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;23.0;0.0;30.0;0.0;30.0
Darwin;Wanguri;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Wulagi;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;Chinese languages;Other(c);;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2016;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Jingili;2016;Northern Territory;;Greek;;25.0;8.0;38.0;0.0;38.0
Darwin;Larrakeyah;2016;Northern Territory;;Spanish;;4.0;0.0;4.0;0.0;8.0
Darwin;Leanyer;2016;Northern Territory;;Afrikaans;;3.0;0.0;3.0;0.0;3.0
Darwin;Leanyer;2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;36.0;0.0;43.0;0.0;43.0
Darwin;Marrara;2016;Northern Territory;;Australian Indigenous Languages;;3.0;0.0;6.0;0.0;6.0
Darwin;Marrara;2016;Northern Territory;;French;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2016;Northern Territory;Chinese languages;Other(c);;10.0;6.0;17.0;0.0;17.0
Darwin;Rapid Creek;2016;Northern Territory;;Russian;;10.0;0.0;8.0;0.0;8.0
Darwin;Stuart Park;2016;Northern Territory;;Croatian;;0.0;0.0;3.0;0.0;3.0
Darwin;Stuart Park;2016;Northern Territory;;Russian;;6.0;0.0;6.0;0.0;6.0
Darwin;Stuart Park;2016;Northern Territory;;Serbian;;0.0;0.0;0.0;0.0;0.0
Darwin;Tiwi;2016;Northern Territory;Chinese languages;Cantonese;;9.0;3.0;12.0;0.0;12.0
Darwin;Tiwi;2016;Northern Territory;;Vietnamese;;3.0;0.0;3.0;0.0;5.0
Darwin;Wanguri;2016;Northern Territory;;Speaks English only;1179.0;;;;;1179.0
Darwin;Wanguri;2016;Northern Territory;;Arabic;;5.0;0.0;3.0;0.0;3.0
Darwin;Wanguri;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;10.0;0.0;6.0;0.0;6.0
Darwin;Winnellie;2016;Northern Territory;;Speaks English only;154.0;;;;;154.0
Darwin;Winnellie;2016;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Winnellie;2016;Northern Territory;;Thai;;0.0;0.0;0.0;0.0;0.0
Darwin;Alawa;2016;Northern Territory;;Russian;;3.0;0.0;4.0;0.0;4.0
Darwin;Anula;2016;Northern Territory;;French;;3.0;0.0;3.0;0.0;3.0
Darwin;Anula;2016;Northern Territory;Southeast Asian Austronesian languages;Indonesian;;30.0;0.0;32.0;0.0;32.0
Darwin;Anula;2016;Northern Territory;;Other(f);;70.0;15.0;88.0;5.0;96.0
Darwin;Bayview (NT);2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Bayview (NT);2016;Northern Territory;;Language spoken at home not stated;;3.0;0.0;3.0;124.0;130.0
Darwin;Brinkin;2016;Northern Territory;;Other(f);;122.0;14.0;138.0;3.0;142.0
Darwin;Casuarina (NT);2016;Northern Territory;Chinese languages;Mandarin;;17.0;0.0;23.0;0.0;23.0
Darwin;Casuarina (NT);2016;Northern Territory;;Dutch;;0.0;0.0;0.0;0.0;0.0
Darwin;Coconut Grove;2016;Northern Territory;;Speaks English only;1603.0;;;;;1603.0
Darwin;Coconut Grove;2016;Northern Territory;Indo-Aryan languages;Urdu;;13.0;0.0;17.0;0.0;17.0
Darwin;Coonawarra (NT);2016;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;Australian Indigenous Languages;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2016;Northern Territory;Indo-Aryan languages;Punjabi;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;;Greek;;38.0;15.0;48.0;0.0;52.0
Darwin;Jingili;2016;Northern Territory;;Spanish;;9.0;0.0;9.0;0.0;9.0
Darwin;Karama;2016;Northern Territory;;German;;7.0;0.0;7.0;0.0;7.0
Darwin;Karama;2016;Northern Territory;;Spanish;;8.0;0.0;9.0;0.0;9.0
Darwin;Larrakeyah;2016;Northern Territory;;Polish;;3.0;0.0;3.0;0.0;3.0
Darwin;Larrakeyah;2016;Northern Territory;;Language spoken at home not stated;;7.0;0.0;9.0;475.0;476.0
Darwin;Leanyer;2016;Northern Territory;;Dutch;;3.0;0.0;3.0;0.0;3.0
Darwin;Leanyer;2016;Northern Territory;;Japanese;;10.0;0.0;9.0;0.0;9.0
Darwin;Lee Point;2016;Northern Territory;Indo-Aryan languages;Urdu;;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2016;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;;Russian;;0.0;0.0;0.0;0.0;0.0
Darwin;Lyons (NT);2016;Northern Territory;;Language spoken at home not stated;;5.0;0.0;5.0;120.0;129.0
Darwin;Malak;2016;Northern Territory;;Other(f);;104.0;29.0;137.0;0.0;139.0
Darwin;Marrara;2016;Northern Territory;;Other(f);;44.0;9.0;55.0;0.0;55.0
Darwin;Marrara;2016;Northern Territory;;Language spoken at home not stated;;3.0;3.0;8.0;169.0;176.0
Darwin;Moil;2016;Northern Territory;Chinese languages;Other(c);;0.0;3.0;3.0;0.0;3.0
Darwin;Muirhead;2016;Northern Territory;Indo-Aryan languages;Bengali;;11.0;0.0;11.0;0.0;11.0
Darwin;Nakara;2016;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;Nakara;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;13.0;3.0;17.0;0.0;17.0
Darwin;Nightcliff;2016;Northern Territory;Chinese languages;Cantonese;;17.0;6.0;24.0;0.0;25.0
Darwin;Nightcliff;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;62.0;4.0;63.0;0.0;63.0
Darwin;Nightcliff;2016;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;74.0;3.0;71.0;0.0;71.0
Darwin;Nightcliff;2016;Northern Territory;;Tamil;;23.0;0.0;23.0;0.0;23.0
Darwin;Parap;2016;Northern Territory;Chinese languages;Cantonese;;8.0;3.0;11.0;0.0;11.0
Darwin;Rapid Creek;2016;Northern Territory;;Afrikaans;;10.0;0.0;10.0;0.0;10.0
Darwin;Rapid Creek;2016;Northern Territory;;Vietnamese;;20.0;0.0;22.0;0.0;22.0
Darwin;Stuart Park;2016;Northern Territory;Chinese languages;Mandarin;;58.0;12.0;77.0;0.0;77.0
Darwin;Stuart Park;2016;Northern Territory;;Turkish;;0.0;4.0;3.0;0.0;3.0
Darwin;The Gardens (NT);2016;Northern Territory;;German;;3.0;0.0;5.0;0.0;5.0
Darwin;The Gardens (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2016;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Tiwi;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;13.0;0.0;13.0;0.0;13.0
Darwin;Tiwi;2016;Northern Territory;;Persian (excluding Dari);;0.0;0.0;3.0;0.0;3.0
Darwin;Winnellie;2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;4.0;0.0;4.0;0.0;4.0
Darwin;Winnellie;2016;Northern Territory;;Tamil;;0.0;0.0;0.0;0.0;0.0
Darwin;Woolner;2016;Northern Territory;Chinese languages;Mandarin;;13.0;0.0;10.0;0.0;10.0
Darwin;Woolner;2016;Northern Territory;;Other(f);;20.0;0.0;21.0;0.0;25.0
Darwin;Anula;2016;Northern Territory;Chinese languages;Other(c);;17.0;8.0;24.0;0.0;24.0
Darwin;Bayview (NT);2016;Northern Territory;;Vietnamese;;18.0;4.0;17.0;0.0;20.0
Darwin;Brinkin;2016;Northern Territory;;Turkish;;0.0;0.0;0.0;0.0;0.0
Darwin;Casuarina (NT);2016;Northern Territory;;Thai;;0.0;0.0;0.0;0.0;0.0
Darwin;Coconut Grove;2016;Northern Territory;Indo-Aryan languages;Other(d);;105.0;8.0;112.0;4.0;114.0
Darwin;Coonawarra (NT);2016;Northern Territory;;Language spoken at home not stated;;0.0;0.0;0.0;12.0;12.0
Darwin;Eaton (NT);2016;Northern Territory;;Other(f);;0.0;0.0;0.0;0.0;0.0
Darwin;Karama;2016;Northern Territory;Indo-Aryan languages;Sinhalese;;3.0;0.0;3.0;0.0;3.0
Darwin;Karama;2016;Northern Territory;;Japanese;;6.0;0.0;6.0;0.0;6.0
Darwin;Karama;2016;Northern Territory;;Persian (excluding Dari);;0.0;0.0;0.0;0.0;0.0
Darwin;Leanyer;2016;Northern Territory;;Other(f);;184.0;35.0;224.0;0.0;222.0
Darwin;Lee Point;2016;Northern Territory;;Vietnamese;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Lyons (NT);2016;Northern Territory;;Spanish;;3.0;0.0;3.0;0.0;3.0
Darwin;Marrara;2016;Northern Territory;;Macedonian;;0.0;0.0;0.0;0.0;0.0
Darwin;Millner;2016;Northern Territory;Southeast Asian Austronesian languages;Tagalog;;110.0;0.0;107.0;0.0;107.0
Darwin;Muirhead;2016;Northern Territory;;Tamil;;31.0;0.0;31.0;0.0;31.0
Darwin;Nightcliff;2016;Northern Territory;;Persian (excluding Dari);;8.0;0.0;8.0;0.0;8.0
Darwin;Parap;2016;Northern Territory;Indo-Aryan languages;Urdu;;10.0;3.0;15.0;0.0;15.0
Darwin;The Gardens (NT);2016;Northern Territory;;Korean;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2016;Northern Territory;;Polish;;0.0;0.0;0.0;0.0;0.0
Darwin;The Narrows (NT);2016;Northern Territory;Southeast Asian Austronesian languages;Filipino;;10.0;0.0;10.0;0.0;10.0
Darwin;Tiwi;2016;Northern Territory;;Maltese;;0.0;0.0;0.0;0.0;0.0
Darwin;Wagaman;2016;Northern Territory;;Italian;;0.0;0.0;0.0;0.0;0.0
Darwin;Winnellie;2016;Northern Territory;Indo-Aryan languages;Bengali;;0.0;0.0;0.0;0.0;0.0
Darwin;Anula;2016;Northern Territory;;Greek;;43.0;10.0;50.0;0.0;50.0
Darwin;Anula;2016;Northern Territory;Indo-Aryan languages;Punjabi;;3.0;0.0;3.0;0.0;3.0
Darwin;Bayview (NT);2016;Northern Territory;Chinese languages;Mandarin;;29.0;4.0;34.0;0.0;34.0
Darwin;Bayview (NT);2016;Northern Territory;;French;;7.0;0.0;7.0;0.0;7.0
Darwin;Brinkin;2016;Northern Territory;Indo-Aryan languages;Punjabi;;15.0;0.0;15.0;0.0;18.0
Darwin;Brinkin;2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Coconut Grove;2016;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;East Point;2016;Northern Territory;;Italian;;0.0;0.0;0.0;0.0;0.0
Darwin;Eaton (NT);2016;Northern Territory;;Samoan;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;;Arabic;;0.0;0.0;0.0;0.0;0.0
Darwin;Fannie Bay;2016;Northern Territory;;Croatian;;3.0;0.0;3.0;0.0;3.0
Darwin;Fannie Bay;2016;Northern Territory;Indo-Aryan languages;Punjabi;;7.0;0.0;7.0;0.0;7.0
Darwin;Jingili;2016;Northern Territory;;Japanese;;5.0;0.0;7.0;0.0;7.0
Darwin;Jingili;2016;Northern Territory;;Other(f);;42.0;7.0;48.0;0.0;48.0
Darwin;Larrakeyah;2016;Northern Territory;;Arabic;;4.0;0.0;4.0;0.0;4.0
Darwin;Larrakeyah;2016;Northern Territory;;Thai;;7.0;0.0;13.0;0.0;13.0
Darwin;Leanyer;2016;Northern Territory;;French;;10.0;0.0;13.0;0.0;13.0
Darwin;Lee Point;2016;Northern Territory;Indo-Aryan languages;Other(d);;0.0;0.0;0.0;0.0;0.0
Darwin;Lee Point;2016;Northern Territory;;Italian;;0.0;0.0;0.0;0.0;0.0
Darwin;Ludmilla;2016;Northern Territory;Indo-Aryan languages;Bengali;;12.0;0.0;12.0;0.0;12.0
Darwin;Ludmilla;2016;Northern Territory;Indo-Aryan languages;Punjabi;;9.0;0.0;9.0;0.0;9.0
Darwin;Lyons (NT);2016;Northern Territory;;Croatian;;0.0;0.0;0.0;0.0;0.0
Darwin;Lyons (NT);2016;Northern Territory;;French;;4.0;0.0;4.0;0.0;4.0
Darwin;Malak;2016;Northern Territory;;German;;16.0;0.0;18.0;0.0;18.0
Darwin;Marrara;2016;Northern Territory;Indo-Aryan languages;Punjabi;;0.0;0.0;0.0;0.0;0.0
Darwin;Millner;2016;Northern Territory;;Afrikaans;;0.0;0.0;0.0;0.0;0.0
Darwin;Moil;2016;Northern Territory;Chinese languages;Cantonese;;12.0;5.0;13.0;0.0;13.0
Darwin;Moil;2016;Northern Territory;Indo-Aryan languages;Punjabi;;0.0;0.0;0.0;0.0;0.0
Darwin;Moil;2016;Northern Territory;;Italian;;7.0;0.0;7.0;0.0;7.0
Darwin;Muirhead;2016;Northern Territory;Southeast Asian Austronesian languages;Other(e);;9.0;0.0;9.0;0.0;9.0
