animal_name;animal_sex;animal_type;animal_neut;main_breed;second_breed;main_color;second_color;suburb_name
Cookie;F;Dog;Y;Rhodesian Ridgeback;;Wheaten;;STUART PARK
Shrimp;F;Dog;Y;Pit Bull Terrier;Boxer;Brown;;PARAP
Ted;M;Dog;Y;Husky;;White;;ANULA
George;M;Dog;Y;Husky;;Grey;Black;ANULA
Alfie;M;Cat;Y;Domestic Short Haired;;Black;;NIGHTCLIFF
Miley;F;Dog;Y;Kelpie;;Brown;Tan;WAGAMAN
Ruby;F;Dog;Y;French Bulldog;;Blue;;LEANYER
Murphy;M;Dog;Y;Bull Arab;Cross Breed;Black;;ANULA
Jax Jeanes;M;Dog;Y;American Pit Bull Terrier;Cross Breed;Tri Colour;;MUIRHEAD
Marly;F;Dog;Y;Staffordshire Bull Terrier;;Black;;WULAGI
Tilly;F;Dog;Y;Maltese;Shih Tzu;White;;ALAWA
Molly;F;Dog;Y;Bull Arab;Cross Breed;Brown;White;ALAWA
Sid;M;Dog;Y;German Short Haired Pointer;;Dapple;;PARAP
Agnes;F;Cat;Y;Domestic Short Haired;;Black;;PARAP
Nash;M;Dog;Y;Beagle;;Tri Colour;;LYONS
Hybe;M;Dog;Y;Beagle;Cross Breed;Brown;White;LUDMILLA
Alvin;M;Dog;Y;Dachshund;;Silver;Dapple;LEANYER
Patch;M;Dog;N;Boxer;Cross Breed;Brown;White;KARAMA
Ollie;U;Dog;Y;Maltese;Cross Breed;White;Tan;ANULA
Charlie;M;Dog;Y;Australian Cattle Dog;Jack Russell Terrier;Blue;Roan;RAAF BASE
Akunye;M;Dog;Y;Maltese;Shih Tzu;White;;MALAK
Nyx;F;Dog;Y;Staffordshire Bull Terrier;;Black;;KARAMA
Indiana;F;Dog;Y;American Staffordshire Terrier;;Blue;;JINGILI
Picka;F;Cat;Y;Domestic Short Haired;;Tabby;;MALAK
Tequila;F;Dog;Y;Darwin Special;;Brindle;White;TIWI
Mad Maxy;M;Dog;N;Blue Heeler;;Blue;Grey;STUART PARK
Jess;F;Dog;Y;Mixed Breed;;Tan;;LEANYER
Champ;M;Dog;Y;Blue Heeler;;Black;White;MALAK
Lulu;F;Dog;Y;German Short Haired Pointer;;Black;;MILLNER
Harley;F;Dog;Y;Boxer;;Tan;White;ALAWA
Bruno;M;Dog;Y;Mixed Breed;;Brindle;;JINGILI
Oreo;M;Dog;N;Fox Terrier (Miniature);Jack Russell Terrier;Black;White;KARAMA
Oaklee;U;Dog;Y;Cavoodle;;Red;;DARWIN
Frankie Hatton;F;Dog;Y;Unknown;;White;Tan;LARRAKEYAH BARRACKS
Hemi;F;Dog;Y;Staffordshire Bull Terrier;;White;Black;NAKARA
Mack;M;Dog;Y;Bull Terrier (Miniature);;White;;NAKARA
Blue;U;Dog;Y;American Staffordshire Terrier;;Blue;;MUIRHEAD
Unknown;M;Dog;N;Darwin Special;;Brown;Black;STUART PARK
Harvoy;M;Dog;Y;Pit Bull Terrier;;Brown;;RAPID CREEK
Ivy;F;Cat;Y;Maine Coon;;Black;;PARAP
Pekoe;F;Dog;Y;Kelpie;;Brown;Tan;NAKARA
Jasper;M;Dog;Y;Darwin Special;Boxer;Black;White;LEANYER
Dusty;M;Dog;Y;Mixed Breed;;Tan;;ALAWA
Rocky;M;Dog;Y;Heeler;Cross Breed;Tan;White;MILLNER
Sage;F;Cat;Y;Domestic Short Haired;;Calico;;MALAK
Astro;M;Cat;Y;Domestic Medium Hair;;Ginger;;MUIRHEAD
Trevor;M;Dog;Y;Heeler;Staffordshire Bull Terrier;Red;;ALAWA
Fifi;F;Dog;N;Shih Tzu;;Black;White;MILLNER
Stumpy;F;Cat;Y;Persian;Cross Breed;Chocolate;Cream;KARAMA
Bella;F;Dog;Y;Kelpie;;Black;Tan;KARAMA
Valentine;F;Dog;N;Mixed Breed;;Black;;ALAWA
Eve;F;Dog;Y;Poodle;Cross Breed;White;;LYONS
Archie;M;Dog;Y;Labrador;Bull Arab;Tri Colour;;BAYVIEW
Bonnie;F;Dog;Y;Red Heeler;Cross Breed;Red;Brown;KARAMA
Rosie;F;Cat;Y;Domestic Short Haired;;Grey;White;KARAMA
Blitz;M;Dog;Y;Shar Pei;Cross Breed;Fawn;;KARAMA
Dusty;M;Dog;Y;Kelpie;Border Collie;Black;White;LEANYER
Teddy;M;Dog;N;Chihuahua;;Brown;;NIGHTCLIFF
Jabiru;F;Dog;Y;Mixed Breed;;Black;White;COCONUT GROVE
Teddy;M;Dog;Y;Maltese;Shih Tzu;White;;LEANYER
Stella;M;Dog;Y;Bull Terrier;;Tan;;BAYVIEW
Max;M;Dog;Y;Unknown;;Black;;KARAMA
Chilli;F;Dog;Y;Blue Heeler;;Blue;;WULAGI
Jessie;M;Dog;N;Maltese;Shih Tzu;White;Brown;WULAGI
Benny;M;Dog;Y;Catahoula;Bullmastiff;White;Black;LYONS
Alfred;M;Dog;Y;Bernedoodle;;Tri Colour;;TIWI
Ripper;M;Dog;N;Kelpie;;Brown;Tan;STUART PARK
Marley;M;Dog;Y;Bullmastiff;Rottweiler;Brown;White;LYONS
\N;M;Dog;Y;Unknown;;Black;;COCONUT GROVE
Freya;F;Dog;Y;Mastiff;;Black;;NIGHTCLIFF
Ronan;M;Dog;Y;Greyhound;;Black;;LEANYER
Tvi Voysey;M;Dog;Y;Maltese;Cross Breed;Black;White;MOIL
Nancy;F;Dog;Y;Greyhound;;Brindle;;MILLNER
Pippa;F;Dog;Y;Cavoodle;;Black;;MUIRHEAD
Evie;F;Dog;Y;Greyhound;;Brindle;White;LEANYER
Bear;M;Dog;Y;Jack Russell Terrier;Tenterfield Terrier;White;Black;WULAGI
Daisy;F;Dog;Y;Maltese;Cross Breed;White;;LEANYER
Luna;F;Dog;Y;Staffordshire Bull Terrier;;Blue;;WULAGI
Blue;F;Dog;Y;Staffordshire Bull Terrier;;Blue;Grey;JINGILI
Shelden;M;Dog;Y;Cocker Spaniel;Cavalier King Charles Spaniel;Tan;;LEANYER
Dolly Parton;M;Dog;Y;Jack Russell Terrier;;White;Brown;LYONS
Walter;M;Dog;Y;Mixed Breed;;Tan;White;WANGURI
Astro;M;Dog;N;Cross Breed;;Brown;;WULAGI
Happy;M;Dog;Y;Cavoodle;;Caramel;Red;KARAMA
Rex;M;Dog;N;Fox Terrier (Miniature);;White;Black;TIWI
Alice;F;Dog;Y;Dingo;Kelpie;Tan;;LEANYER
Bea;F;Dog;Y;Mixed Breed;;Tan;;LEANYER
Rex;M;Dog;Y;Smithfield;Cross Breed;Black;White;WAGAMAN
Blondie;F;Dog;Y;Mixed Breed;;Tan;;ANULA
Sir Rustyn;M;Dog;Y;Bull Arab;;Brindle;;STUART PARK
Abrazo;M;Dog;Y;Staffordshire Bull Terrier;Cross Breed;White;;STUART PARK
Rockie;U;Dog;Y;Rhodesian Ridgeback;;Red;Wheaten;COCONUT GROVE
Winnie;F;Dog;Y;German Shepherd Dog;Australian Cattle Dog;Black;Tan;LEANYER
Poppy;F;Dog;Y;Maltese;Cross Breed;Black;Grey;LEANYER
Max;M;Dog;Y;Labrador;Cross Breed;White;Brown;MILLNER
Manza;F;Dog;Y;Kelpie;Labrador;Black;;NAKARA
Laicey;F;Dog;Y;Mixed Breed;;Black;Brindle;ALAWA
Milo;U;Dog;Y;German Short Haired Pointer;;Brown;;NIGHTCLIFF
Fivo;M;Dog;Y;Terrier;;Black;White;ALAWA
Binx;F;Dog;Y;Shar Pei;;Tan;;KARAMA
Mars;M;Dog;Y;Kelpie;Cross Breed;Black;Tan;WULAGI
Dixie;F;Dog;Y;Mixed Breed;;Tan;Black;WAGAMAN
Jedediah (Jed) Savignon Blanc;M;Dog;Y;Pomeranian;;Beige;;WANGURI
RUBY;F;Dog;Y;Greyhound;;Red;Brindle;ALAWA
Bella;F;Dog;Y;Smithfield;Cross Breed;Black;White;KARAMA
Rasta;M;Dog;Y;Maltese;Shih Tzu;Black;White;KARAMA
PJ;M;Dog;Y;Labrador;;Chocolate;;COCONUT GROVE
Lucy;F;Dog;Y;Kelpie;Cross Breed;Tan;;STUART PARK
Lola;F;Dog;Y;Dogue De Bordeaux;French Mastiff;Brown;;LEANYER
Maisey;F;Dog;Y;Jack Russell Terrier;;Unknown;;MOIL
Bruno;M;Dog;N;German Shepherd Dog;Pointer;Brown;White;MILLNER
Putter;M;Dog;Y;Cavalier King Charles Spaniel;;Blenheim;;NAKARA
Traitor;M;Dog;Y;Bandog;Mastiff;Beige;;LEANYER
Rocket;M;Dog;N;German Wire Haired Pointer;;Black;Roan;MUIRHEAD
Bronte;F;Dog;Y;Staffordshire Bull Terrier;;White;Tan;MUIRHEAD
Ora;F;Dog;Y;Staffordshire Bull Terrier;;Blue;;MUIRHEAD
Mungo;M;Dog;Y;Unknown;;Black;;NAKARA
Pirate;M;Dog;N;Bull Arab;;White;Black;WULAGI
Stella;F;Dog;Y;Welsh Springer Spaniel;;Red;White;NAKARA
Lunar;F;Dog;Y;Golden Retriever;;Gold;;MILLNER
Jaeger;F;Dog;N;Rottweiler;;Black;Tan;MALAK
Casper;M;Dog;Y;Golden Retriever;;Gold;;MILLNER
Lola;F;Dog;N;Australian Cattle Dog;Blue Heeler;Blue;;NIGHTCLIFF
Tuna;F;Cat;N;Domestic Short Haired;;Grey;;MOIL
Henry;M;Dog;Y;English Springer Spaniel;;Tri Colour;;MALAK
Ashlee;F;Dog;Y;Cavoodle;;Black;;MALAK
Mwnci;M;Dog;Y;Terrier;;Ginger;;LUDMILLA
Rosie;F;Cat;Y;Domestic Short Haired;;Tabby;;MILLNER
Grace;F;Dog;Y;American Staffordshire Terrier;;Blue;Brindle;FANNIE BAY
Daisy;F;Dog;Y;Bull Arab;;White;Black;WANGURI
Salem;F;Cat;Y;Domestic Short Haired;Domestic Medium Hair;Black;;LYONS
Ragnar;M;Dog;N;American Staffordshire Terrier;;Blue;White;ANULA
Belle;F;Dog;Y;Retriever;Cross Breed;Black;;LUDMILLA
Bella;F;Dog;Y;German Shepherd Dog;;White;;LEANYER
Rosie;F;Dog;Y;Cavoodle;;Red;;MARRARA
Daisy;F;Cat;Y;Domestic Short Haired;;Black;White;MARRARA
Mario;M;Cat;Y;Domestic Short Haired;;Tabby;Brown;MOIL
Ace;M;Dog;Y;Cavoodle;;White;;LYONS
Freddie;M;Cat;Y;Domestic Short Haired;;Ginger;;TIWI
Anakin;M;Dog;Y;Dachshund (Miniature);;Silver;Dapple;STUART PARK
Dash;M;Dog;Y;Dachshund (Miniature);;Black;Tan;MOIL
Lucifer;M;Cat;Y;Domestic Short Haired;;Tortiseshell;;LEANYER
Jack;M;Dog;Y;American Staffordshire Terrier;;Tan;;LEANYER
Rocky;M;Dog;Y;Rottweiler;;Black;Tan;KARAMA
Ruby;M;Dog;Y;Rottweiler;;Black;Tan;KARAMA
RUSTY;M;Dog;Y;Pomeranian;Poodle;Tan;;LEANYER
Oogie;M;Dog;Y;Chihuahua;;Brown;;ANULA
RUBY;F;Dog;Y;Australian Cattle Dog;;Red;;MALAK
Belle;F;Dog;Y;Jack Russell Terrier;;Tan;White;MOIL
Onyx Nixon;M;Dog;Y;Schnauzer (Miniature);;Black;Silver;FANNIE BAY
MIA;F;Dog;Y;Jack Russell Terrier;;White;Brown;COCONUT GROVE
Maggie;F;Dog;Y;Cocker Spaniel;;Tri Colour;;MOIL
Ziggy;M;Dog;Y;Koolie;Wolfhound;White;;MOIL
Narla;F;Dog;Y;Blue Heeler;;Black;White;MALAK
Lewie;M;Dog;Y;Border Collie;;Brown;White;COCONUT GROVE
Charlie;M;Dog;Y;Maltese;Terrier;Black;White;MUIRHEAD
Wicket;M;Dog;Y;Terrier;Cross Breed;Tri Colour;;MOIL
Vader;M;Dog;Y;Rottweiler;Cross Breed;Black;Tan;NAKARA
Api;F;Dog;N;Labrador;Staffordshire Bull Terrier;Black;;KARAMA
Bella;F;Dog;Y;Great Dane;;Black;White;JINGILI
Chocolate;M;Dog;N;Great Dane;;Black;;MILLNER
Bella;U;Dog;Y;Jack Russell Terrier;;White;Tan;WULAGI
Elsa;F;Dog;Y;Shar Pei;Cross Breed;Tan;White;LUDMILLA
Zuko;M;Dog;Y;Cross Breed;;Black;White;WULAGI
Milo Richards;M;Dog;N;Husky;Mastiff;Black;Brown;STUART PARK
Stella Williams;F;Dog;Y;Staffordshire Bull Terrier;;Black;White;ANULA
Mabel;F;Dog;Y;Australian Cattle Dog;;Blue;;BRINKIN
Oliver;M;Dog;Y;Staffordshire Bull Terrier;;Blue;;BRINKIN
Coco;U;Dog;Y;Maltese;Cross Breed;Brown;White;BAYVIEW
Soy;M;Dog;Y;Mixed Breed;;Tri Colour;;ANULA
Nippy;F;Dog;Y;Mixed Breed;;Brown;;MOIL
Gamora;F;Dog;Y;Poodle;;Black;;KARAMA
Jack;M;Cat;Y;Domestic Short Haired;;Grey;White;JINGILI
Electra;F;Dog;Y;Staffordshire Bull Terrier;;Tan;White;MOIL
Benji;M;Dog;Y;Cane Corso;;Black;Brindle;LUDMILLA
Tyson;M;Dog;N;Australian Cattle Dog;;Red;;BERRIMAH
Juno;F;Dog;Y;Labradoodle;;Brown;;LARRAKEYAH BARRACKS
Magic;M;Cat;Y;Birman;;Seal Point;;FANNIE BAY
Dusty;F;Dog;Y;Australian Cattle Dog;Red Heeler;Red;;KARAMA
Scotty;M;Dog;Y;Kelpie;Bulldog;Brown;;MALAK
Rex;M;Dog;Y;Bulldog;American Staffordshire Terrier;Black;White;KARAMA
Zita;U;Dog;N;Whippet;;White;Brindle;LYONS
Sheba;U;Dog;Y;Catahoula;Cross Breed;Brown;White;KARAMA
Magpie;F;Dog;Y;Kelpie;Cross Breed;Black;White;JINGILI
Beni;M;Dog;Y;Border Collie;;Red;White;LYONS
Georgie;M;Dog;Y;Catahoula;Cross Breed;Black;Brown;JINGILI
Pete;M;Dog;Y;Darwin Special;;Tan;;NIGHTCLIFF
Brendan;M;Dog;Y;Blue Heeler;;Blue;Black;WINNELLIE
Leo;M;Dog;N;Blue Heeler;Australian Cattle Dog;Unknown;;MOIL
Padme;F;Cat;N;Domestic Short Haired;;Torbie;;MOIL
K.T.;F;Dog;Y;Dobermann;;Black;Tan;ALAWA
Indie;F;Dog;Y;Siberian Husky;Mixed Breed;Tri Colour;;TIWI
Frankie;M;Cat;Y;Domestic Short Haired;;Black;;RAPID CREEK
Kira;F;Dog;Y;Darwin Special;;Tan;;WULAGI
Jarntu;U;Dog;Y;Mixed Breed;;Brindle;White;LEANYER
Diesel;M;Dog;N;Staffordshire Bull Terrier;;Blue;Grey;NAKARA
Mara;F;Dog;Y;Mixed Breed;;Unknown;;NAKARA
Roxy;F;Dog;Y;Collie;Cross Breed;Black;White;KARAMA
Cosmo;M;Dog;Y;Mixed Breed;;Unknown;;MUIRHEAD
Scout;F;Dog;Y;Kelpie;Poodle (Miniature);Black;;STUART PARK
Carlo;M;Dog;Y;Schnoodle;;Chocolate;;MUIRHEAD
Shelly;U;Dog;N;German Shepherd Dog;;White;;LEANYER
Gus;M;Dog;Y;Labrador;Cross Breed;Unknown;;ANULA
Mia;F;Dog;Y;Labrador;;Black;;LUDMILLA
ARLO;M;Dog;Y;Bull Arab;Cross Breed;Brown;Tan;MALAK
Gus;M;Dog;Y;Poodle;West Highland White Terrier;White;;NAKARA
Violet;F;Dog;Y;Catahoula;Cross Breed;Grey;Black;MOIL
Queenie;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Brindle;;ANULA
Ermis;M;Dog;N;Staffordshire Bull Terrier;Kelpie;Tan;;BRINKIN
Milo;M;Dog;Y;French Bulldog;;Brown;;RAAF BASE
Lucy;F;Dog;Y;Cross Breed;;Black;White;WULAGI
Freckle;F;Dog;Y;Dalmatian;;Liver;;WANGURI
Pippa;F;Dog;Y;Neapolitan Mastiff;;Brown;;WULAGI
Maleficent;F;Cat;Y;Domestic Short Haired;;Black;White;KARAMA
Willow;F;Dog;Y;Spoodle;;Red;;MOIL
Julien;M;Dog;Y;Pomeranian;;White;Tan;WANGURI
Misty Mackie;F;Dog;Y;Jack Russell Terrier;;White;;JINGILI
Rubie;F;Dog;Y;Labrador;Cross Breed;Tan;;MALAK
Jinger;F;Dog;Y;Moodle;;Apricot;;MUIRHEAD
Macey;F;Dog;Y;Labrador;Shar Pei;Black;;TIWI
Parsley;M;Dog;Y;Jack Russell Terrier;;White;Tan;RAPID CREEK
Buddy;M;Dog;N;Husky;;Black;White;FANNIE BAY
Simba;M;Dog;Y;French Mastiff;;Brown;;WULAGI
Ace;M;Dog;N;American Staffordshire Terrier;;Tan;;WANGURI
Marley;M;Dog;Y;Border Collie;;Blonde;White;MUIRHEAD
Arlo;M;Dog;Y;Border Collie;;Black;White;LUDMILLA
Storm Trooper;M;Dog;Y;Husky;Japanese Spitz;White;;TIWI
Cruella;F;Cat;N;Domestic Short Haired;;Black;White;LYONS
Arrest Rush;M;Dog;Y;Belgian Malinois;;Black;Tan;LEE POINT
Major;M;Dog;Y;Staffordshire Bull Terrier;Mixed Breed;White;Brindle;KARAMA
Billi;F;Dog;Y;Cavoodle;;Red;;KARAMA
Harper;F;Dog;Y;Spoodle;;Brown;;LYONS
Luna;F;Dog;Y;Jack Russell Terrier;Mixed Breed;Tan;;ANULA
Buddy;M;Dog;Y;Australian Terrier;;Black;Tan;MARRARA
Thor;M;Dog;Y;Mastiff;;Brown;;RAPID CREEK
Shiloh;F;Dog;N;Blue Heeler;;Blue;;COCONUT GROVE
Bailey;M;Dog;N;American Staffordshire Terrier;;Tan;;LEANYER
Schnitzel;F;Dog;Y;Jack Russell Terrier;;White;Tan;KARAMA
Morris;M;Dog;Y;Beagle;;Tri Colour;;WANGURI
Marli;F;Dog;N;Blue Heeler;;Black;White;KARAMA
Soot;M;Dog;N;Mixed Breed;;Black;;TIWI
Duke;M;Dog;Y;Retriever;Labrador;Black;;LEANYER
Joy Forever;M;Dog;N;Labrador Retriever;;Yellow;;ANULA
Rainny;F;Cat;Y;Mixed Breed;;Mixed Colours;;WAGAMAN
Dog;F;Dog;Y;German Shepherd Dog;;Black;Tan;LUDMILLA
Leroy;M;Dog;Y;Border Collie;;Black;White;MUIRHEAD
Cordell;F;Dog;Y;Collie;;Black;White;ALAWA
Batchoy;M;Dog;Y;Staffordshire Bull Terrier;;Tan;;MOIL
Cleo;F;Cat;Y;Domestic Short Haired;;Tabby;White;COCONUT GROVE
Willow;F;Dog;Y;Cavoodle;;Red;;WULAGI
Audrey;F;Cat;Y;Domestic Short Haired;;Calico;;TIWI
Jimmy;M;Cat;Y;Domestic Short Haired;;Tabby;;LARRAKEYAH
Shelby;F;Dog;Y;German Shepherd Dog;;Black;Tan;ANULA
Dexter;M;Dog;Y;German Shepherd Dog;;Black;Tan;ANULA
Rudiger (Rudi);M;Dog;Y;Dachshund (Miniature);;Black;Tan;WAGAMAN
Bella;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;;WULAGI
Brownie;M;Dog;Y;Cross Breed;;Brown;White;MALAK
Buster;M;Dog;Y;Red Nose Pit Bull;;Brown;;LEANYER
Binky;F;Cat;Y;Domestic Short Haired;;Black;;MUIRHEAD
Bali;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;White;LEANYER
Jax;U;Dog;Y;Staffordshire Bull Terrier;;Blue;Fawn;WOOLNER
Sky;F;Dog;N;Shar Pei;Cross Breed;Brown;;ANULA
Fluffy;F;Cat;Y;Domestic Long Haired;;Black;;PARAP
Unknown;M;Dog;N;Poodle (Toy);;Chocolate;;PARAP
Jessie;F;Dog;Y;Shar Pei;;Black;;RAPID CREEK
Kylo;M;Dog;Y;Maltese;Cross Breed;White;;LEANYER
Nash;M;Cat;Y;Domestic Short Haired;;Tabby;;MUIRHEAD
Sam;M;Dog;Y;Mixed Breed;;Brindle;;KARAMA
Bronx;M;Dog;Y;Bull Arab;Cross Breed;White;;LEANYER
Bindi;F;Dog;Y;Staffordshire Bull Terrier;;Grey;;MOIL
Olive;F;Dog;Y;Fox Terrier;Cross Breed;White;Tan;MUIRHEAD
Chilli;F;Dog;Y;Kelpie;;Black;Tan;LEE POINT
Draco;M;Dog;Y;German Shepherd Dog;Heeler;Tri Colour;;LYONS
Sasha;F;Dog;Y;Staffordshire Bull Terrier;Unknown;Tan;;ANULA
Bella;F;Dog;Y;Shar Pei;Unknown;Tan;;MOIL
Tom;M;Dog;Y;German Shepherd Dog;Bull Arab;Black;Roan;LUDMILLA
Pupsy;U;Dog;Y;Yorkshire Terrier;;Black;White;LUDMILLA
finn;M;Dog;Y;Beagle;;Tri Colour;;MUIRHEAD
Zeus;M;Dog;Y;Husky;Kelpie;Black;White;BERRIMAH
Jaylbro Lady of the Knight (Kelle);F;Dog;Y;Border Collie;;Blue;White;NIGHTCLIFF
Tassie;F;Dog;N;Unknown;;Tan;White;STUART PARK
Thelma Louise Cricket Upton Guy;F;Dog;Y;Terrier;Cross Breed;Black;White;MOIL
Santara;F;Dog;Y;Unknown;Boxer;Tan;Black;RAPID CREEK
Brownie;F;Cat;Y;Domestic Short Haired;;Tabby;;BRINKIN
Daisy;F;Dog;Y;Groodle;;Brown;;FANNIE BAY
Rosie;F;Dog;Y;Bernese Mountain Dog;Poodle;Grey;White;FANNIE BAY
Peach;F;Cat;Y;Burmese;;Grey;;FANNIE BAY
Puma;M;Cat;Y;Domestic Short Haired;Burmese;Brown;;WULAGI
Lilli;F;Dog;Y;Terrier;;Black;Tan;WANGURI
Duncan;M;Dog;Y;Greyhound;;Black;;MARRARA
Blitzen;F;Dog;N;Rottweiler;;Black;Tan;KARAMA
Emily;F;Cat;Y;Domestic Short Haired;;Black;;KARAMA
Barney;M;Dog;Y;Shih Tzu;Cross Breed;Black;White;BAYVIEW
Toast;F;Cat;Y;Domestic Short Haired;;Black;;LUDMILLA
Holly;F;Dog;Y;Cross Breed;;Tan;;MILLNER
Rocky;M;Dog;Y;Fox Terrier (Miniature);Jack Russell Terrier;Tri Colour;;LEANYER
Halley;F;Dog;N;Shar Pei;Mastiff;Brown;;MARRARA
Lucy;F;Dog;Y;American Staffordshire Terrier;;Cream;;FANNIE BAY
Romeo;M;Cat;Y;Domestic Short Haired;;Seal Point;;ANULA
Spot;F;Dog;N;French Bulldog;;White;Brown;WANGURI
Whitey;M;Dog;N;Cross Breed;;White;Brown;ALAWA
Coco;F;Dog;Y;Kelpie;;Black;Tan;ALAWA
Lyre;F;Dog;Y;Blue Heeler;;Blue;;ALAWA
Evie;F;Dog;Y;Murray River Curly Coat Retriever;;Chocolate;;STUART PARK
Unknown;F;Dog;Y;Border Collie;;Black;White;NAKARA
Gus;M;Dog;N;Beagle;;Brown;White;JINGILI
Bonnie;F;Dog;N;German Shepherd Dog;Cross Breed;Brown;;LUDMILLA
Coco;U;Dog;Y;Pomeranian;Chihuahua;White;Beige;BAYVIEW
Daisy;F;Dog;Y;Staffordshire Bull Terrier;;Red;;FANNIE BAY
Duke;M;Dog;Y;Weimaraner;;Silver;;LARRAKEYAH BARRACKS
Xochipilli Blossom;M;Cat;Y;Tonkinese;;Grey;Black;LARRAKEYAH BARRACKS
Charlie;M;Dog;Y;Golden Retriever;;Gold;;MOIL
Buddy;M;Dog;Y;Golden Retriever;;Gold;;LEANYER
Rosie;F;Dog;Y;Red Heeler;;Blue;Roan;WULAGI
Massimo;M;Dog;N;Mastiff;;Unknown;;MOIL
Khaos;M;Dog;Y;American Staffordshire Terrier;;Blue;White;RAPID CREEK
Archie;M;Dog;Y;Australian Cattle Dog;;Red;White;LUDMILLA
Mingi;F;Dog;Y;Mixed Breed;;Fawn;;MOIL
Banjo;M;Dog;Y;Bull Arab;Kelpie;Black;White;NIGHTCLIFF
Cocoa;F;Dog;N;Shih Tzu;Maltese;Cream;;LEANYER
Ava;F;Dog;N;Shih Tzu;Maltese;Brown;White;LEANYER
Evie McKean;F;Dog;Y;Kelpie;;Tan;Black;ANULA
Augusta Tom McCusker;M;Dog;Y;Golden Retriever;Mixed Breed;Black;;NIGHTCLIFF
BANJO;M;Dog;Y;Labrador;;Black;;NAKARA
Taco;M;Dog;N;Golden Retriever;;Gold;;NAKARA
Merlin;M;Cat;Y;Domestic Short Haired;;Tabby;;JINGILI
Sonny;M;Dog;Y;Mixed Breed;;Tan;;JINGILI
Jerry;M;Dog;Y;Pomeranian;;Red;;TIWI
Tin Tin;M;Dog;Y;Border Collie;;Tri Colour;Chocolate;LEANYER
Poppy;F;Dog;Y;Spoodle;;Black;;JINGILI
Cherry;F;Dog;Y;Australian Cattle Dog;Heeler;Red;;MALAK
Louis;M;Dog;Y;Poodle;;Brown;;MALAK
Zurri;F;Cat;Y;ORIENTAL;;Black;White;MUIRHEAD
Sam;M;Dog;Y;Belgian Malinois;;Brown;Black;LYONS
Basil;M;Cat;Y;Domestic Medium Hair;;Ginger;;ANULA
Cracker;M;Dog;N;Australian Cattle Dog;;Red;;NIGHTCLIFF
Maxi Walsh;M;Dog;Y;Fox Terrier (Miniature);;Black;;STUART PARK
Crusoe Walsh;M;Dog;N;Dachshund;;Black;;STUART PARK
Layla;F;Dog;Y;Kelpie;;Black;Tan;JINGILI
Billie Whisky;F;Cat;Y;Domestic Short Haired;;Brown;White;MARRARA
Libby;F;Dog;N;Bull Arab;Wolfhound;White;Grey;KARAMA
Reggie;M;Dog;Y;Cavoodle;;Blenheim;;LARRAKEYAH BARRACKS
Ivy Bennett-Kellam;F;Cat;Y;Domestic Short Haired;;White;Tabby;MOIL
Huntley Graham;M;Dog;Y;Shih Tzu;;Tan;Caramel;LUDMILLA
Sari;F;Dog;Y;Kelpie;;Chocolate;;JINGILI
Ravineel;M;Dog;N;French Bulldog;;White;;LUDMILLA
Lofty;M;Dog;Y;Mixed Breed;;Tan;White;LEANYER
Buddy Franklin;M;Dog;Y;French Bulldog;Cross Breed;Black;Brindle;LUDMILLA
Ziggy;F;Dog;Y;Pit Bull Terrier;Great Dane;Brindle;;KARAMA
Sachi;F;Dog;Y;Pekingese;;Red;Sable;LYONS
Nairobi;F;Cat;Y;Domestic Short Haired;;Ginger;White;WAGAMAN
Apache;M;Dog;Y;Blue Heeler;Border Collie;Blue;White;TIWI
Unknown;M;Dog;Y;Shar Pei;Cross Breed;Black;White;MOIL
Pintxo;F;Dog;Y;Kelpie;;Fawn;;LARRAKEYAH
Roly;M;Cat;Y;Burmese;;Blue;;LARRAKEYAH
Bean;M;Dog;Y;French Bulldog;;Brindle;;LEANYER
Slinky;M;Dog;Y;Dachshund;;Chocolate;;LEANYER
Luna;F;Dog;N;Golden Retriever;;Gold;;WANGURI
Unknown;U;Dog;Y;Springer Spaniel;;White;Brown;MUIRHEAD
Unknown;M;Dog;Y;Unknown;;Black;;ALAWA
Marley;F;Dog;N;Shar Pei;Cross Breed;Brown;;WULAGI
Harri;F;Dog;N;Kelpie;;Cream;;MALAK
Henry;M;Dog;Y;Border Collie;;Black;White;LEANYER
Bobbie;F;Cat;Y;Domestic Short Haired;;Tabby;White;STUART PARK
Molly;F;Dog;Y;Maltese;Shih Tzu;White;Black;JINGILI
Poppy;F;Dog;Y;Pugalier;Jack Russell Terrier;Fawn;;ALAWA
Rollo;M;Dog;N;Great Dane;;Red Merle;;MALAK
Piper;F;Dog;Y;Catahoula;Border Collie;Tri Colour;;FANNIE BAY
Tasha;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Brown;White;ANULA
Kathie;F;Dog;Y;Greyhound;;Black;;NORTHLAKES
Mailee;F;Dog;Y;Border Collie;;Black;White;LEANYER
Junichi San;M;Cat;N;Tabby;;Brown;;WAGAMAN
Willow;F;Dog;Y;Dingo;Cross Breed;Black;Tan;LEANYER
Nala;F;Dog;Y;Labrador;Cross Breed;Beige;;ANULA
Unknown;M;Dog;Y;Labrador;;Black;;WANGURI
