animal_name;animal_sex;animal_type;animal_neut;main_breed;second_breed;main_color;second_color;suburb_name
Martha Woofington;F;Dog;Y;Rottweiler;;Black;Tan;MOIL
Gruff;M;Dog;Y;Border Collie;;Red;White;WULAGI
Kobe;F;Dog;Y;Border Collie;Cross Breed;Black;White;MUIRHEAD
Kasha;F;Dog;Y;German Wire Haired Pointer;;Unknown;;KARAMA
Beatrix;F;Dog;Y;Kelpie;Cross Breed;Black;;MARRARA
Jett;M;Dog;Y;English Staffordshire Bull Terrier;Cross Breed;Black;White;NAKARA
Pharaoh;M;Dog;Y;Greyhound;;Fawn;;MUIRHEAD
Blotchy;M;Dog;Y;Border Collie;Kelpie;Black;White;NAKARA
Bill;M;Dog;Y;Boxer;Cross Breed;Chocolate;;MILLNER
Sammy;M;Dog;Y;Heeler;Rottweiler;Black;Tan;KARAMA
Ziggy;M;Dog;Y;Poodle;Cross Breed;Brown;;WULAGI
Billy;F;Dog;Y;Kelpie;Cross Breed;Black;White;MOIL
Oreo;M;Dog;Y;Shih Tzu;Cross Breed;Black;White;MOIL
Spud;M;Dog;Y;Irish Wolfhound;Cross Breed;Tan;;MUIRHEAD
Fin;M;Dog;Y;Poodle;Border Collie;Brown;White;WINNELLIE
Sunny;F;Dog;N;Australian Bulldog;;Brown;Black;LUDMILLA
Riot;M;Dog;Y;Staffordshire Bull Terrier;Cross Breed;White;Brown;KARAMA
Licorice (Licky);F;Dog;Y;Greyhound;;Black;;ALAWA
Penny;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Brown;White;KARAMA
Rosie;F;Dog;Y;Border Collie;;Black;White;NAKARA
Rover;M;Dog;Y;Red Heeler;Cross Breed;Red;;THE NARROWS
George;M;Cat;Y;Domestic Short Haired;;Ginger;Tabby;LEANYER
Matilda;F;Dog;Y;Bull Arab;Cross Breed;White;Brown;MUIRHEAD
Bangles;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;MUIRHEAD
Leonard;M;Dog;N;Beagle;Cross Breed;Tan;Black;NAKARA
Ginger;F;Cat;Y;Maine Coon;;Tabby;;LARRAKEYAH
Albert;M;Dog;Y;Spoodle;;Tan;;ANULA
Ed;F;Cat;Y;Domestic Short Haired;;Tabby;;LUDMILLA
Asher;F;Dog;Y;Kelpie;;Black;Tan;LEANYER
Diaz;F;Dog;Y;English Staffordshire Bull Terrier;;Tan;White;KARAMA
Sparky;M;Dog;Y;Labrador;Cross Breed;Tan;;STUART PARK
Aria;F;Dog;Y;Cavalier King Charles Spaniel;;Cream;Brown;FANNIE BAY
Tonka;M;Dog;Y;Mixed Breed;;Tri Colour;Roan;MILLNER
Houdini;M;Dog;Y;Shar Pei;Cross Breed;Brindle;;LEANYER
Mini;F;Dog;Y;Kelpie;;Black;Tan;JINGILI
stella;F;Dog;Y;Mixed Breed;;Tan;;LUDMILLA
Matsumi;M;Dog;Y;Rottweiler;;Tan;Black;COCONUT GROVE
Busta;M;Dog;Y;Dachshund;;Brown;;FANNIE BAY
Stormy;M;Cat;Y;Siamese;;Champange;;MALAK
Athena;F;Dog;N;Blue Heeler;;Blue;;BAYVIEW
Archer;M;Dog;Y;Bull Arab;;Brindle;;LARRAKEYAH BARRACKS
Milo;M;Dog;Y;Jack Russell Terrier;;Tan;White;LUDMILLA
Chewy;M;Dog;Y;Spoodle;Terrier;Black;White;MALAK
Lando;M;Dog;Y;Spoodle;Terrier;Black;White;MALAK
Louis;M;Cat;Y;Domestic Short Haired;;Black;White;LARRAKEYAH
Ziggy;F;Dog;Y;West Highland White Terrier;;White;;WULAGI
Ahsoka;F;Dog;Y;German Shepherd Dog;Cross Breed;Fawn;;KARAMA
Charlie;F;Dog;Y;Rottweiler;;Black;Tan;PARAP
Stella;F;Dog;Y;Kelpie;Cross Breed;Black;;RAPID CREEK
Garfield;M;Cat;Y;Domestic Short Haired;;Ginger;White;TIWI
Baz;M;Dog;Y;Bull Arab;;Black;White;WULAGI
Benjamin;M;Dog;N;Shih Tzu;Maltese;Black;White;LEANYER
Poppy;F;Dog;Y;Labrador;;Gold;;RAPID CREEK
Beau;M;Dog;N;French Bulldog;;Fawn;Black;LYONS
Kelly;F;Dog;Y;Australian Cattle Dog;Cross Breed;Tan;;MILLNER
Max;M;Dog;Y;Koolie;Cross Breed;Blue;;JINGILI
Daisy;F;Dog;Y;Jack Russell Terrier;;Brown;White;BAYVIEW
Shazie;F;Dog;Y;Great Dane;Cross Breed;Brindle;;ANULA
Lilly;F;Dog;N;Maltese;Terrier;Grey;;MARRARA
Julia;F;Dog;Y;American Staffordshire Terrier;Cross Breed;Chocolate;Brown;DURACK
Kym;F;Dog;Y;Bullmastiff;;Brindle;;MALAK
Nala;F;Dog;Y;Bull Arab;;White;;RAPID CREEK
Ruby;F;Dog;Y;Mixed Breed;;Brown;White;NIGHTCLIFF
Rocket;F;Dog;Y;Dachshund (Miniature);;Black;Tan;ALAWA
Bull;M;Dog;Y;Mastiff;;Black;White;KARAMA
Basil;U;Dog;Y;Rottweiler;Cross Breed;Black;Brindle;BRINKIN
Mazie;F;Dog;Y;Dachshund (Miniature);;Black;Tan;WAGAMAN
Nula;F;Dog;Y;Dachshund;Blue Heeler;Black;Tan;STUART PARK
Billie;F;Dog;Y;Maltese;Shih Tzu;Black;White;LEANYER
Letti;F;Dog;Y;Mixed Breed;;Tan;;KARAMA
Bravo;M;Dog;Y;Malamute;;White;Grey;KARAMA
Bro;M;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;;LEANYER
Saphi;F;Dog;Y;Staffordshire Bull Terrier;;Blue;;NIGHTCLIFF
Mia Boston;F;Dog;Y;Labrador;;Yellow;;PARAP
Fellow;M;Cat;Y;Domestic Short Haired;;Black;;TIWI
Raya;F;Dog;N;Australian Cattle Dog;;Red;;LEANYER
Xena;F;Dog;Y;Mixed Breed;;Brindle;;BAYVIEW
Dixie;F;Dog;Y;Australian Cattle Dog;Cross Breed;White;Black;WAGAMAN
Mica (Mo Mo);F;Cat;Y;Domestic Medium Hair;;White;Tabby;WANGURI
Miya Robertson;F;Dog;Y;Bull Arab;Wolfhound;White;Black;LEANYER
Taz Zawora;M;Dog;Y;German Wire Haired Pointer;;White;Brown;LYONS
Fern;F;Cat;Y;Domestic Short Haired;;Silver;;ANULA
Goldie;F;Dog;Y;Shar Pei;Cross Breed;Tan;;MALAK
Naruto;M;Cat;N;Domestic Short Haired;;Tabby;White;MILLNER
Kip;M;Dog;Y;Kelpie;;Red;;WANGURI
Banjo;M;Dog;Y;Great Dane;Bull Arab;Brindle;;KARAMA
Oji;M;Dog;Y;Dobermann;;Black;Tan;LARRAKEYAH
Evie;F;Dog;Y;Dachshund (Long Haired);;Brown;Black;MOIL
Harry;M;Dog;Y;Jack Russell Terrier;;White;Tan;LEANYER
Indy;F;Dog;Y;Cross Breed;;Black;;LYONS
Apple;F;Cat;Y;Domestic Short Haired;;Tabby;White;MALAK
Mia;F;Dog;Y;Staffordshire Bull Terrier;;Brindle;;STUART PARK
Koby;M;Dog;Y;Staffordshire Bull Terrier;;Blue;;STUART PARK
Milla;F;Dog;Y;Jack Russell Terrier;Fox Terrier;White;Tan;MALAK
Winston;M;Dog;Y;Cross Breed;;Brindle;White;JINGILI
Ella;F;Dog;Y;Cross Breed;;Tan;;LEANYER
Arabella;F;Cat;Y;Domestic Short Haired;;Seal Point;White;LEANYER
Jed;M;Dog;N;Border Collie;Kelpie;Unknown;;WULAGI
Biggie;M;Dog;Y;Bull Arab;;Tan;;LEANYER
Alvin;M;Dog;Y;Cross Breed;;Tan;;LEANYER
Luna;F;Dog;Y;Mixed Breed;;Tan;;NAKARA
Boris;M;Dog;Y;Dobermann;;Black;Tan;WANGURI
Lilly;F;Dog;Y;Pit Bull Terrier;Rhodesian Ridgeback;Fawn;;MALAK
Gypsy;F;Dog;Y;Pit Bull Terrier;Rhodesian Ridgeback;White;Yellow;MALAK
Rusty;M;Dog;Y;Shar Pei;Cross Breed;Tan;White;WULAGI
Goldie;F;Dog;Y;Cross Breed;;Tan;Black;ANULA
Zen;M;Cat;Y;Domestic Short Haired;;Ginger;;LYONS
Arnold;M;Dog;Y;Golden Retriever;;Gold;;LEE POINT
Atlas;M;Dog;N;Shar Pei;Mixed Breed;Black;;KARAMA
Miley;F;Dog;Y;Border Collie;;Tri Colour;;TIWI
Suzy;F;Dog;Y;Greyhound;;Black;;NIGHTCLIFF
Reggie;M;Cat;Y;Domestic Short Haired;;White;Tabby;MUIRHEAD
Chilli;F;Dog;Y;Shih Tzu;;White;;PARAP
Arnhem;M;Cat;Y;Domestic Short Haired;;Black;;LUDMILLA
Tyson;M;Dog;Y;Bull Arab;Great Dane;Black;White;ALAWA
Harvey Wallbanger Curr;M;Dog;Y;Cavoodle;;Red;;RAPID CREEK
Scrumpity Whiskers;M;Cat;Y;Domestic Short Haired;;Black;;ALAWA
Arlo;F;Dog;Y;Mixed Breed;;Brown;Black;NAKARA
Frankie;F;Dog;Y;Border Collie;Cross Breed;Black;White;MILLNER
Molly;F;Dog;Y;Australian Cattle Dog;;Blue;Tan;RAPID CREEK
Belle Sartori;F;Dog;Y;English Staffordshire Bull Terrier;;Blue;;ANULA
Sami;M;Cat;Y;Domestic Short Haired;;Brown;;ANULA
Nugget;M;Dog;Y;Maltese;Shih Tzu;Apricot;Cream;NAKARA
Stella;F;Cat;Y;Mixed Breed;;Mixed Colours;;LEANYER
Cleo Barden;F;Dog;Y;Mixed Breed;;Brown;White;MALAK
Daniel;M;Dog;Y;Irish Water Spaniel;;Liver;;TIWI
Stellar;F;Dog;Y;Wolfhound;Bullmastiff;White;Black;MOIL
Jock;M;Dog;Y;Kelpie;;Red;Tan;JINGILI
Monie;M;Dog;Y;Mixed Breed;;Blonde;Cream;MARRARA
Bella;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;LYONS
Neo;M;Cat;Y;Domestic Short Haired;;Black;;JINGILI
Chili;F;Dog;Y;Schnauzer (Miniature);;Black;Silver;LARRAKEYAH
Jezebel;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;RAPID CREEK
Peggy;F;Dog;Y;Kelpie;;Black;;RAPID CREEK
Shadow;F;Dog;Y;Chow Chow;German Shepherd Dog;Black;;NAKARA
Evie;F;Cat;Y;Domestic Medium Hair;;Tortiseshell;;TIWI
Arlo;M;Dog;Y;Moodle;;White;;ANULA
Hercules;M;Dog;Y;Cross Breed;;Fawn;;MALAK
Kupo;F;Dog;N;Great Dane;Bullmastiff;Brown;;KARAMA
Tippy;F;Dog;Y;Border Collie;;Chocolate;;JINGILI
Benji;M;Cat;Y;Domestic Short Haired;;Ginger;;LEANYER
Chappie;M;Dog;Y;Pomeranian;Chihuahua;Red;Sable;NIGHTCLIFF
Siri;F;Cat;Y;Domestic Short Haired;;Black;;ANULA
Onyx;M;Cat;Y;Domestic Short Haired;;Mixed Colours;;ANULA
Oscar;M;Dog;Y;Jack Russell Terrier;Cross Breed;White;Brown;NIGHTCLIFF
Jasper;M;Dog;N;Jack Russell Terrier;;Tan;White;STUART PARK
Milo;M;Dog;Y;Chihuahua;;Fawn;;LYONS
Lucy;F;Dog;Y;Kelpie;Cross Breed;Black;;LEANYER
Rise;M;Dog;Y;Pointer;Labrador;Black;White;WANGURI
Thea;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;LUDMILLA
Storm;F;Dog;Y;Bull Arab;Cross Breed;Black;White;RAPID CREEK
Winston;M;Dog;Y;Beagle;;Tri Colour;;FANNIE BAY
Layla;F;Dog;N;Golden Retriever;;Gold;;LEANYER
Aurosh;F;Cat;Y;Domestic Short Haired;;Brown;Tabby;MILLNER
Joe Man;M;Dog;Y;Greyhound;;Black;White;ANULA
Jess;F;Dog;Y;Mixed Breed;;Tan;;ALAWA
Buttons;M;Dog;Y;Maltese;Cross Breed;Grey;White;ANULA
Freckles;M;Cat;Y;Domestic Short Haired;;Tabby;;TIWI
Iggy;M;Dog;Y;Border Collie;Kelpie;Black;White;RAPID CREEK
Pat The Dog;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Tan;Brown;WOOLNER
Ace;M;Dog;Y;Maltese;Shih Tzu;Black;White;LEANYER
Squid;M;Cat;Y;Mixed Breed;;Tabby;;MOIL
Honey;F;Dog;Y;Wolfhound;Mixed Breed;Brindle;White;NIGHTCLIFF
Koda;F;Dog;N;Bull Arab;Cross Breed;White;Brindle;MUIRHEAD
Creed;F;Dog;Y;Great Dane;Kelpie;Chocolate;Brown;RAPID CREEK
Rita;F;Cat;Y;Domestic Short Haired;;Black;;TIWI
Mitsy;F;Dog;Y;Maltese;Terrier;White;Brown;LARRAKEYAH
Lily;F;Dog;Y;Cross Breed;;Red Roan;White;KARAMA
Hendo;M;Dog;Y;Great Dane;Cross Breed;White;Brown;WAGAMAN
Sushi;F;Cat;Y;Domestic Short Haired;;Black;White;JINGILI
Shona;F;Dog;Y;Dingo;Cross Breed;Tan;;ALAWA
Ninja;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;NIGHTCLIFF
Cooper Finch;M;Dog;Y;Cavalier King Charles Spaniel;;Blenheim;;COCONUT GROVE
Jordan;M;Dog;Y;Bull Arab;Cross Breed;White;Fawn;TIWI
Jay Jay;M;Dog;N;Jack Russell Terrier;Corgi;Tan;;LEANYER
Mila;F;Dog;Y;Bandog;;Blue;;WAGAMAN
Piccolo;M;Dog;Y;Bull Arab;Cross Breed;White;Chocolate;KARAMA
Leonardo;M;Dog;Y;Mixed Breed;;Brindle;White;ANULA
Chocko;M;Dog;N;Cross Breed;;Chocolate;White;KARAMA
Terry;M;Dog;Y;Staffordshire Bull Terrier;;Blue;;MUIRHEAD
Mini;F;Dog;Y;Kelpie;Collie;Black;;THE NARROWS
Jackson;M;Dog;Y;Cross Breed;;White;Sable;MOIL
Sonnyboy;M;Dog;Y;Maltese;Pomeranian;White;;NAKARA
Maxiboy;M;Dog;Y;Maltese;Pomeranian;White;;NAKARA
Seven;M;Dog;Y;Mixed Breed;;Black;Tan;KARAMA
Bullet;F;Dog;Y;Bullmastiff;Labrador;Brown;;MOIL
Coco;M;Dog;Y;Bullmastiff;Cross Breed;Brown;;MOIL
Max;M;Dog;Y;Red Heeler;Jack Russell Terrier;Tan;White;ANULA
Aramis;M;Dog;N;Boxer;;Black;Brindle;LEANYER
Bella;F;Dog;Y;Labrador;;Black;;WOOLNER
Creedance;M;Dog;Y;Mixed Breed;;Tan;;WULAGI
Blackie;M;Dog;Y;Mixed Breed;;Black;;LYONS
Bingo;M;Dog;Y;Mixed Breed;;Brown;;KARAMA
Biscuit;M;Dog;Y;Kelpie;Cross Breed;Black;Tan;MUIRHEAD
Zinger;F;Dog;Y;Bull Arab;Greyhound;White;Brindle;BAYVIEW
Jesse;F;Dog;Y;Cross Breed;;Tan;;ALAWA
Max;M;Dog;Y;Labrador;Cross Breed;Black;;KARAMA
Sisi;F;Dog;Y;Chihuahua (Long Haired);;Tri Colour;;MILLNER
Chester;M;Cat;Y;Domestic Short Haired;;Tabby;;JINGILI
Charlie;M;Cat;Y;Domestic Short Haired;;Black;White;JINGILI
Dexter;M;Dog;Y;Cavalier King Charles Spaniel;Cross Breed;Brown;;LYONS
Leo;M;Dog;Y;Australian Cattle Dog;;Red;;NIGHTCLIFF
Karma;F;Dog;Y;Rhodesian Ridgeback;;Brindle;;FANNIE BAY
Billy;M;Dog;Y;Blue Heeler;;Blue;;ALAWA
Pearl;F;Dog;Y;German Spitz;;Black;White;MALAK
Ricky;M;Dog;Y;Mixed Breed;;Tan;;ANULA
Hardy Yanosch;M;Dog;N;German Short Haired Pointer;;Brown;White;MARRARA
Alakae;M;Dog;Y;American Staffordshire Terrier;;Tan;;MUIRHEAD
Labaline;F;Dog;Y;Australian Shepherd;Cross Breed;Black;White;LEANYER
Chewy;M;Dog;Y;Mixed Breed;;Unknown;;LEANYER
Jitters;M;Cat;Y;Domestic Short Haired;;Tabby;;MUIRHEAD
Ragnar;M;Dog;Y;Irish Wolfhound;;White;;KARAMA
Tootie;M;Dog;Y;Great Dane;Cross Breed;Black;White;JINGILI
Lola;F;Dog;Y;Catahoula;Cross Breed;Tan;White;COCONUT GROVE
Sonny;M;Dog;Y;Catahoula;Kelpie;Harlequin;Tan;RAPID CREEK
Theo;M;Dog;Y;Cavoodle;;Red;;MUIRHEAD
Jazz;F;Dog;Y;Mixed Breed;;Black;White;LYONS
Millie;F;Dog;Y;Chihuahua;;White;Brown;MILLNER
Brutus;M;Dog;Y;Irish Wolfhound;Cross Breed;White;;TIWI
Norman;M;Dog;Y;Mixed Breed;;White;Tan;WULAGI
Floyd Lavender;M;Dog;Y;Chihuahua;Cross Breed;Unknown;;TIWI
Theo;M;Dog;Y;Terrier;;Tan;Grey;STUART PARK
Ringo;M;Dog;Y;Australian Cattle Dog;German Shepherd Dog;Tri Colour;;RAPID CREEK
Zena;F;Dog;Y;Mixed Breed;;Grey;;MALAK
Rouge;M;Dog;Y;Red Heeler;;Red;;MOIL
Kia;F;Dog;Y;Staffordshire Bull Terrier;Pit Bull Terrier;Tan;;WAGAMAN
Banks;M;Dog;Y;Rhodesian Ridgeback;Cross Breed;Tan;;WINNELLIE
Rocky;M;Dog;Y;Terrier;Cross Breed;Black;;ANULA
Axel;M;Dog;Y;Rhodesian Ridgeback;Cross Breed;Tan;;FANNIE BAY
Maggie;M;Dog;Y;Jack Russell Terrier;;Unknown;;STUART PARK
Mya Mundy;F;Dog;Y;Border Collie;;Black;White;MALAK
Rosie;F;Dog;Y;Maltese;;White;;KARAMA
Howie;M;Dog;Y;Australian Shepherd;;Blue Merle;;FANNIE BAY
Amber;F;Dog;Y;Bull Arab;Cross Breed;White;Tan;MALAK
Brodie;F;Dog;Y;Cross Breed;;Black;;MUIRHEAD
Kai;M;Dog;Y;Staffordshire Bull Terrier;Collie;Brindle;;LEANYER
Evie;F;Dog;Y;Golden Retriever;;Gold;;LUDMILLA
Kahlua;F;Dog;Y;Curly Coated Retriever;;Brown;;PARAP
Sky;M;Dog;Y;Great Dane;;Brindle;White;BRINKIN
Layla;F;Dog;Y;Mixed Breed;;Beige;;WOOLNER
Moose;M;Dog;Y;Rottweiler;;Black;Tan;RAPID CREEK
Bear;M;Dog;Y;Mixed Breed;;Brindle;;WULAGI
Rex;M;Dog;Y;Maltese;Shih Tzu;White;Brown;NAKARA
Quack;M;Dog;Y;Border Collie;Cross Breed;Black;;JINGILI
Lily;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;White;PARAP
Peanut;F;Dog;Y;Mixed Breed;;Fawn;;KARAMA
Poe;M;Dog;Y;Pembroke Welsh Corgi;;Tri Colour;;MOIL
Billie;F;Dog;Y;Bull Arab;Cross Breed;Brown;White;TIWI
Dot;F;Dog;Y;Dachshund (Miniature);;Red;;ALAWA
Benji;M;Dog;Y;Mixed Breed;;Brown;;MILLNER
Sasha;F;Dog;Y;Dobermann;;Black;Tan;LARRAKEYAH BARRACKS
Pip;F;Dog;Y;Kelpie;;Black;Tan;WAGAMAN
Scoop;M;Dog;Y;Great Dane;Cross Breed;Black;White;WANGURI
Leo;M;Dog;Y;Shar Pei;Cross Breed;Brindle;;WAGAMAN
Marina;F;Dog;Y;Irish Wolfhound;Cross Breed;Chocolate;White;KARAMA
Snap;M;Dog;Y;Cross Breed;;Brindle;;WAGAMAN
Sinkwa;M;Dog;Y;Shar Pei;;Cream;;NIGHTCLIFF
Sadie;F;Cat;Y;Maine Coon;;Blue;Tortiseshell;PARAP
Tori;F;Cat;Y;Domestic Medium Hair;;Tabby;;MARRARA
Monty;M;Dog;Y;Maltese;Toy Poodle;Brown;;DARWIN
Stellar Henderson;F;Dog;Y;Greyhound;;Black;;FANNIE BAY
Sandy;F;Cat;Y;Domestic Short Haired;Mixed Breed;Ginger;;WULAGI
Pi;F;Cat;Y;Domestic Short Haired;;Black;White;WULAGI
Tori;U;Dog;Y;Cavoodle;;Tan;;NIGHTCLIFF
Nina;F;Cat;Y;Domestic Short Haired;;Grey;Tabby;MARRARA
Igloo Pop;M;Dog;Y;Bull Terrier;Rhodesian Ridgeback;White;;TIWI
Buddy;M;Dog;Y;Mixed Breed;;White;Sable;LEANYER
MAVERICK;M;Dog;Y;Border Collie;;Black;White;LYONS
Rizzo;F;Cat;Y;Domestic Medium Hair;;Tabby;White;RAPID CREEK
Checkers;F;Cat;Y;Domestic Short Haired;;Black;White;WAGAMAN
Sam;M;Dog;Y;Blue Heeler;Cross Breed;Black;Grey;KARAMA
Kebarlea Lucy in the Sky;F;Dog;Y;Cocker Spaniel;;Gold;;WULAGI
Missy;F;Dog;Y;Labrador;Cross Breed;Black;;WULAGI
Imaluk;F;Dog;Y;Rhodesian Ridgeback;Cross Breed;Tan;;TIWI
Frankie;F;Dog;Y;Spoodle;;Tan;;WAGAMAN
Minni;F;Dog;Y;Red Heeler;Terrier;White;Tan;MILLNER
Simmo;M;Dog;Y;Staffordshire Bull Terrier;;White;Black;ALAWA
Kali;F;Dog;Y;Cross Breed;;Tan;Black;MALAK
Emi;F;Dog;Y;Blue Heeler;Kelpie;Black;White;MARRARA
Archibald;M;Dog;Y;Kelpie;Cross Breed;Tan;White;RAAF BASE
Kora;M;Dog;Y;Bullmastiff;Cross Breed;Black;White;ALAWA
Bella;F;Cat;Y;Domestic Short Haired;;Grey;Tabby;FANNIE BAY
Bruce;M;Dog;Y;Jack Russell Terrier;;Tri Colour;;BAYVIEW
Pyro;M;Dog;Y;Havanese;;Unknown;;PARAP
Jet;M;Dog;Y;Spoodle;;Black;;TIWI
Spencer;M;Dog;Y;Shih Tzu;Cross Breed;Black;White;WANGURI
Luna;F;Dog;Y;Chihuahua;;Black;;COCONUT GROVE
Angel;F;Dog;Y;Chihuahua;;White;;COCONUT GROVE
Miso;M;Cat;Y;Ragdoll;;White;;COCONUT GROVE
Pumpkin;M;Cat;Y;Domestic Short Haired;;Ginger;;LARRAKEYAH BARRACKS
Mallee;F;Dog;Y;Australian Cattle Dog;;Red;;LUDMILLA
Unknown;M;Dog;N;Heeler;Catahoula;Brindle;White;WULAGI
Lily;F;Dog;Y;Australian Cattle Dog;;Red;;PARAP
Durian;F;Cat;N;Domestic Short Haired;;Black;;LEANYER
Wawa;M;Dog;Y;Shih Tzu;;Black;White;TIWI
Yapa;F;Dog;Y;Shih Tzu;;White;Gold;TIWI
Binga;M;Dog;Y;Kelpie;;Black;Tan;TIWI
Heidi;F;Dog;Y;Mixed Breed;;Tan;White;JINGILI
Lexa;F;Dog;Y;American Staffordshire Terrier;;Tan;;RAAF BASE
Dug;M;Dog;Y;Cocker Spaniel;;Gold;;MUIRHEAD
Cassie;F;Dog;Y;Mixed Breed;;Tan;White;NIGHTCLIFF
Rye;M;Dog;Y;American Staffordshire Terrier;Shar Pei;Brown;;MALAK
Baby Labs Cream-o;F;Dog;Y;Labrador;Cross Breed;Black;;MALAK
Eddie;M;Dog;Y;Cocker Spaniel;;Blue Roan;;LARRAKEYAH
April;F;Dog;Y;Cocker Spaniel;;Chocolate;;LARRAKEYAH
Coco;M;Dog;Y;Chihuahua;;Tan;;WULAGI
\N;F;Dog;N;Unknown;;Brown;Brindle;BRINKIN
Forrest;F;Dog;Y;Mixed Breed;;Grey;;LUDMILLA
Indy;F;Dog;Y;Mixed Breed;;Black;Tan;LYONS
Koda;F;Dog;Y;American Staffordshire Terrier;Rottweiler;Black;;STUART PARK
Remo;M;Dog;Y;Stumpy Tail Cattle Dog;;Grey;Black;KARAMA
Bee Bee;M;Cat;Y;Tabby;;Tabby;;ANULA
Jacko;M;Dog;Y;Kelpie;Cross Breed;Blue;White;LUDMILLA
Mimi;U;Dog;Y;Poodle;Cross Breed;Liver;Roan;RAPID CREEK
Coco;F;Dog;Y;Bull Arab;Cross Breed;Brindle;;RAPID CREEK
Petal;F;Dog;Y;Mixed Breed;;Brown;White;TIWI
rOCKY;M;Dog;Y;Dachshund;;Brown;;KARAMA
Ollie;M;Dog;N;Stumpy Tail Cattle Dog;;Blue;;LEANYER
Lola;F;Dog;Y;Mixed Breed;;Tan;;MOIL
Douglas;M;Dog;Y;Schnauzer (Miniature);;Black;Silver;DARWIN
Ciara;F;Dog;N;Kelpie;;Red;Tan;WANGURI
Rocky;M;Dog;N;Maltese;Shih Tzu;White;Caramel;LEANYER
Dude;M;Dog;Y;Dalmatian;;White;Brown;WANGURI
Stella;F;Dog;Y;Staffordshire Bull Terrier;;Red;;NAKARA
Hec;M;Dog;Y;Jack Russell Terrier;;Tri Colour;;WULAGI
Rafael;U;Dog;Y;Labradoodle;Cavoodle;Ginger;;RAPID CREEK
Wahya;M;Dog;N;Belgian Shepherd;;Black;White;ANULA
George;M;Dog;Y;Bull Terrier;;Brown;White;MOIL
Busta;M;Dog;N;German Short Haired Pointer;;Brown;;LUDMILLA
Ying Dao;F;Dog;Y;Mixed Breed;;Brindle;;NAKARA
Shahin;M;Dog;Y;Pomeranian;Cross Breed;Black;;NAKARA
Molly;F;Dog;Y;Bull Arab;;Tan;;KARAMA
Narla;F;Dog;Y;Kelpie;Heeler;Black;;ANULA
Bear;M;Dog;Y;Labrador;;Black;;MUIRHEAD
Lady;F;Dog;Y;Mixed Breed;;Brown;;MILLNER
Archie;M;Dog;N;Rottweiler;Staffordshire Bull Terrier;Black;;KARAMA
Zuko;M;Dog;Y;Australian Cattle Dog;;Red;;MILLNER
Rollo;M;Dog;N;Terrier;Cavoodle;Caramel;;LEANYER
Turbo;M;Dog;Y;Staffordshire Bull Terrier;;Brindle;;KARAMA
Reya;F;Dog;Y;Husky;German Shepherd Dog;Black;Tan;NAKARA
Rocco;M;Cat;Y;Domestic Short Haired;;Black;;BRINKIN
Daisy;F;Dog;Y;Dachshund (Miniature);;Black;Tan;MOIL
Bruno;M;Dog;Y;Spoodle;;Black;;KARAMA
Tommy;M;Dog;Y;Cavalier King Charles Spaniel;Cross Breed;Black;Tan;STUART PARK
Rani;F;Dog;Y;Greyhound;;Brindle;;MILLNER
Pepper;U;Dog;Y;Cavoodle;;Black;Brown;ANULA
Lenny;M;Dog;Y;Mixed Breed;;Black;;NIGHTCLIFF
Menai;F;Dog;Y;Spoodle;;Copper;;TIWI
Snowy;F;Dog;Y;Border Collie;;Black;White;RAPID CREEK
Magarita;F;Cat;Y;Ragdoll;;White;Cream;KARAMA
Pluto;M;Dog;Y;Mixed Breed;;Black;;KARAMA
Milo;M;Cat;Y;Ragdoll;;Lilac;;MUIRHEAD
Zina;F;Dog;Y;Pit Bull Terrier;;Unknown;;KARAMA
Bruno;M;Dog;Y;Maltese;Cross Breed;Black;White;MILLNER
Cheif;M;Dog;Y;Mixed Breed;;Black;Brindle;FANNIE BAY
Goose;M;Dog;Y;Staffordshire Bull Terrier;;Black;White;WAGAMAN
Remi;F;Dog;Y;Staffordshire Bull Terrier;;Black;White;THE NARROWS
Liger;F;Cat;Y;Domestic Short Haired;;Black;Ginger;WULAGI
Ollie;M;Dog;Y;Shih Tzu;Maltese;White;Brown;BRINKIN
Chich;M;Dog;N;Kelpie;;Brown;;TIWI
Miley;F;Dog;Y;Maltese;Poodle;White;;LEANYER
The Pig;F;Cat;Y;British Short Hair;;Tortiseshell;;MUIRHEAD
Panda;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;ALAWA
Asena;F;Dog;Y;German Shepherd Dog;;Black;Tan;ALAWA
Sunny;F;Dog;Y;Mixed Breed;;Tan;White;MUIRHEAD
Zack;M;Dog;Y;Border Collie;;Black;White;MOIL
Wallace / Wally;M;Dog;N;Terrier;Cross Breed;Black;;DARWIN
Indy;F;Dog;N;Wolfhound;;White;Cream;WULAGI
Odin;M;Dog;Y;West Highland White Terrier;;White;;LYONS
Ghilli;M;Dog;Y;Labrador;;Gold;;ANULA
